label|command|expected_status|flags|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|sequence|fixed_status|rotating_status|fixed_state|rotating_state|fixed_dump_path|rotating_dump_path|fixed_p10_1_dump_path|rotating_p10_1_dump_path|fixed_p10_1r_dump_path|rotating_p10_1r_dump_path|injection_applied|injection_readback|injection_timestamp_ms|injection_sender|injection_preconditions_verified|injection_pre_outstanding|injection_pre_target_scheduled|injection_pre_target_physical_tx|injection_pre_dropped_ack|injection_pre_migration_count
degrade_static_unavailable_1|3|0|2|15|1|2|16843009|4194304|32|1|0|0|180000|2701328385|259|1929380406|0|0|1|0|1024|0|0|0|0|0|0|NA|1785872143012|1785872151685|1001|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_1.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_1.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_1.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_1.rotating.p10_1r.psv|0|0|0|NA|0|0|0|0|0|0
degrade_static_unavailable_2|3|0|2|15|0|2|16843009|4194304|32|1|0|0|180000|2701328385|259|1929380407|0|0|2|0|1024|0|0|0|0|0|0|NA|1785872151850|1785872160454|1002|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_2.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_2.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_2.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_2.rotating.p10_1r.psv|0|0|0|NA|0|0|0|0|0|0
degrade_static_unavailable_4|3|0|2|15|0|2|16843009|4194304|32|1|0|0|180000|2701328385|259|1929380408|0|0|4|0|1024|0|0|0|0|0|0|NA|1785872160613|1785872169311|1003|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_4.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_4.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_4.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_4.rotating.p10_1r.psv|0|0|0|NA|0|0|0|0|0|0
degrade_static_unavailable_8|3|0|2|15|0|2|16843009|4194304|32|1|0|0|180000|2701328385|259|1929380409|0|0|8|0|1024|0|0|0|0|0|0|NA|1785872169487|1785872178261|1004|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_8.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_8.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_8.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_8.rotating.p10_1r.psv|0|0|0|NA|0|0|0|0|0|0
degrade_static_unavailable_3|3|0|2|15|1|2|16843009|4194304|32|1|0|0|180000|2701328385|259|1929380410|0|0|3|0|1024|0|0|0|0|0|0|NA|1785872178467|1785872203228|1005|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_3.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_3.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_3.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_3.rotating.p10_1r.psv|0|0|0|NA|0|0|0|0|0|0
degrade_static_unavailable_7|3|0|2|15|1|2|16843009|4194304|32|1|0|0|180000|2701328385|259|1929380411|0|0|7|0|1024|0|0|0|0|0|0|NA|1785872203416|1785872221395|1006|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_7.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_7.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_7.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_unavailable_7.rotating.p10_1r.psv|0|0|0|NA|0|0|0|0|0|0
degrade_static_recovery_maskF|3|0|2|15|0|2|16843009|4194304|32|1|0|0|180000|2701328385|259|1929380412|0|0|0|0|1024|0|0|0|0|0|0|NA|1785872221590|1785872228887|1007|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_recovery_maskF.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_recovery_maskF.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_recovery_maskF.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_static_recovery_maskF.rotating.p10_1r.psv|0|0|0|NA|0|0|0|0|0|0
degrade_inflight_lane0|3|0|2|15|0|2|16843009|16777216|32|1|0|0|300000|2701328385|259|1929380413|0|1|0|0|1024|0|0|0|0|1|10|NA|1785872229092|1785872262593|1008|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_inflight_lane0.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_inflight_lane0.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_inflight_lane0.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_inflight_lane0.rotating.p10_1r.psv|1|65792|1785872241162|fixed|1|32|48|49681|1|0
degrade_recovery_after_lane0|3|0|2|15|0|2|16843009|4194304|32|1|0|0|180000|2701328385|259|1929380414|0|0|0|0|1024|0|0|0|0|0|0|NA|1785872262839|1785872270185|1009|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_recovery_after_lane0.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_recovery_after_lane0.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_recovery_after_lane0.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_recovery_after_lane0.rotating.p10_1r.psv|0|0|0|NA|0|0|0|0|0|0
degrade_inflight_lane1|3|0|2|15|1|2|16843009|16777216|32|1|0|0|300000|2701328385|259|1929380415|0|1|0|0|1024|0|0|0|0|2|10|NA|1785872270410|1785872303827|1010|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_inflight_lane1.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_inflight_lane1.rotating.bin|||C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_inflight_lane1.fixed.p10_1r.psv|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_3/evidence/hardware/p10_3f_full/p10_3f_full_20260804T191055Z_dae5fdd1_a6ecd8e6_a5491982/stages/degrade/dumps/degrade_inflight_lane1.rotating.p10_1r.psv|1|131328|1785872282513|rotating|1|32|73|75570|1|0
