input_file,output_file,bytes,input_sha256,output_sha256,match
evidence/hardware/p6/host_file_transport_jtag/input_payloads/counter_247.bin,evidence/hardware/p6/host_file_transport_jtag/output_payloads/counter_247.bin,247,4b96ec3b91e9f764ac0227ca7df451bd8294cd46298047b43b960ae1c0b0afc5,4b96ec3b91e9f764ac0227ca7df451bd8294cd46298047b43b960ae1c0b0afc5,True
evidence/hardware/p6/host_file_transport_jtag/input_payloads/prbs_247.bin,evidence/hardware/p6/host_file_transport_jtag/output_payloads/prbs_247.bin,247,d47b2c62212dfc93a730df2426175cd0b34aed9fc12080bd4eba5f7c72cd70c2,d47b2c62212dfc93a730df2426175cd0b34aed9fc12080bd4eba5f7c72cd70c2,True
evidence/hardware/p6/host_file_transport_jtag/input_payloads/random_seeded_247.bin,evidence/hardware/p6/host_file_transport_jtag/output_payloads/random_seeded_247.bin,247,fe79fcf375a8ea07b7e90ac6411522a073a3873b6bf721f0aa59d019e47bc4c6,fe79fcf375a8ea07b7e90ac6411522a073a3873b6bf721f0aa59d019e47bc4c6,True
evidence/hardware/p6/host_file_transport_jtag/input_payloads/small_text.bin,evidence/hardware/p6/host_file_transport_jtag/output_payloads/small_text.bin,30,58cd9f8d461fd5e6d2f83e4d790b99da243bb8b452e961454cbbb029122f4cfc,58cd9f8d461fd5e6d2f83e4d790b99da243bb8b452e961454cbbb029122f4cfc,True
