label|command|expected_status|flags|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|sequence|fixed_status|rotating_status|fixed_state|rotating_state|fixed_dump_path|rotating_dump_path
dma_ring_depth_8|4|0|0|0|0|0|257|0|8|0|0|0|10000|2685403137|10|1|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427508100|1785427508232|1001|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_ring_depth_8.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_ring_depth_8.rotating.bin
dma_ring_depth_32|4|0|0|0|0|0|257|0|32|0|0|0|10000|2685403137|10|1|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427508267|1785427508414|1002|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_ring_depth_32.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_ring_depth_32.rotating.bin
dma_size_1|3|0|2|3|0|2|257|1|32|1|0|0|120000|2685403137|10|57344|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427508453|1785427508639|1003|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_1.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_1.rotating.bin
dma_size_2|3|0|2|3|1|2|257|2|32|1|0|0|120000|2685403137|10|57345|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427508686|1785427508888|1004|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_2.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_2.rotating.bin
dma_size_3|3|0|2|3|0|2|257|3|32|1|0|0|120000|2685403137|10|57346|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427508935|1785427509123|1005|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_3.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_3.rotating.bin
dma_size_4|3|0|2|3|1|2|257|4|32|1|0|0|120000|2685403137|10|57347|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427509161|1785427509414|1006|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_4.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_4.rotating.bin
dma_size_31|3|0|2|3|0|2|257|31|32|1|0|0|120000|2685403137|10|57348|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427509459|1785427509607|1007|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_31.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_31.rotating.bin
dma_size_32|3|0|2|3|1|2|257|32|32|1|0|0|120000|2685403137|10|57349|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427509647|1785427509798|1008|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_32.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_32.rotating.bin
dma_size_63|3|0|2|3|0|2|257|63|32|1|0|0|120000|2685403137|10|57350|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427509837|1785427510052|1009|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_63.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_63.rotating.bin
dma_size_64|3|0|2|3|1|2|257|64|32|1|0|0|120000|2685403137|10|57351|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427510101|1785427510332|1010|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_64.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_64.rotating.bin
dma_size_247|3|0|2|3|0|2|257|247|32|1|0|0|120000|2685403137|10|57352|0|0|0|0|1024|0|0|0|0|0|0|NA|1785427510396|1785427510572|1011|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_247.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_e_20260730T160414Z_01/stages/p10_e/dumps/dma_size_247.rotating.bin
