label|command|expected_status|flags|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|sequence|fixed_status|rotating_status|fixed_state|rotating_state|fixed_dump_path|rotating_dump_path
sched_lane0_f_to_r|3|0|2|1|0|2|257|63232|32|1|0|0|120000|2685403137|10|69632|0|0|0|0|1024|0|0|0|0|0|0|NA|1785428912913|1785428914041|1001|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_lane0_f_to_r.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_lane0_f_to_r.rotating.bin
sched_lane0_r_to_f|3|0|2|1|1|2|257|63232|32|1|0|0|120000|2685403137|10|69633|0|0|0|0|1024|0|0|0|0|0|0|NA|1785428914105|1785428915268|1002|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_lane0_r_to_f.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_lane0_r_to_f.rotating.bin
sched_lane1_f_to_r|3|0|2|2|0|2|257|63232|32|1|0|0|120000|2685403137|10|69634|0|0|0|0|1024|0|0|0|0|0|0|NA|1785428915307|1785428916440|1003|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_lane1_f_to_r.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_lane1_f_to_r.rotating.bin
sched_lane1_r_to_f|3|0|2|2|1|2|257|63232|32|1|0|0|120000|2685403137|10|69635|0|0|0|0|1024|0|0|0|0|0|0|NA|1785428916475|1785428917631|1004|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_lane1_r_to_f.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_lane1_r_to_f.rotating.bin
sched_equal_f_to_r|3|0|2|3|0|2|257|126464|32|1|0|0|120000|2685403137|10|69636|0|0|0|0|1024|0|0|0|0|0|0|NA|1785428917668|1785428919403|1005|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_equal_f_to_r.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_equal_f_to_r.rotating.bin
sched_equal_r_to_f|3|0|2|3|1|2|257|126464|32|1|0|0|120000|2685403137|10|69637|0|0|0|0|1024|0|0|0|0|0|0|NA|1785428919440|1785428921169|1006|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_equal_r_to_f.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/sched_equal_r_to_f.rotating.bin
lane0_unavailable|3|0|2|3|0|2|257|63232|32|1|0|0|120000|2685403137|10|69638|0|0|1|0|1024|0|0|0|0|0|0|NA|1785428921221|1785428922356|1007|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/lane0_unavailable.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/lane0_unavailable.rotating.bin
lane1_unavailable|3|0|2|3|1|2|257|63232|32|1|0|0|120000|2685403137|10|69639|0|0|2|0|1024|0|0|0|0|0|0|NA|1785428922400|1785428923600|1008|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/lane1_unavailable.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/lane1_unavailable.rotating.bin
retry_migration|3|0|2|3|0|2|257|252928|32|1|0|0|120000|2685403137|10|69640|1|0|0|0|1024|0|0|0|0|1|10|NA|1785428923675|1785428927766|1009|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/retry_migration.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/retry_migration.rotating.bin
lane_fault_in_flight|3|0|2|3|1|2|257|1048576|32|1|0|0|180000|2685403137|10|69641|0|0|0|0|1024|0|0|0|0|2|100|NA|1785428927822|1785428943805|1010|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/lane_fault_in_flight.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_h_20260730T162737Z_01/stages/p10_h/dumps/lane_fault_in_flight.rotating.bin
