test,status,session,lane_mask,ack_lane_mask,a_sent_frames,b_rx_good,b_ack_sent,a_ack_seen,tx_retry_exhausted,tx_fail,crc_bad,payload_mismatch,txd_high_max_cycles,txd_stuck_high_violation,duty_window_violation
lane1_ack_retry,PASS,0x2201,0x2,0x2,1,1,1,1,0,0,0,0,8,0,0
