test,status,session,lane_mask,ack_lane_mask,sent_frames,rx_good,frame_bad,crc_bad,payload_mismatch,rx_symbol_errors,txd_high_max_cycles,txd_stuck_high_violation,duty_window_violation
lane1_frame_crc,PASS,0x2201,0x2,0x0,2,2,0,0,0,0,8,0,0
