ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
1,1,124640.28071804863,32,1000000,1000000,1,0,171727,714,31,20480,320,124640.28071804863,12672,lane1_d0_r0_fixed_short,2,0.0019897259422979475,70770,256582,0.0019911899422554915,124640.28071804863,0,31,0,0,1,192,504,0.000696,1,8,0,31,1
1,1,421382.17129184766,32,1000000,1000000,1,0,751567,696,247,20480,320,421382.17129184766,60591,lane1_d0_r0_prbs,2,0.004689329864009434,375313,836425,0.004690799863966804,421382.17129184766,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,432652.4875117578,32,1000000,1000000,1,0,751573,699,247,20480,320,432652.4875117578,60092,lane1_d0_r0_zero,2,0.0045671758675519,335111,836443,0.004568651867509096,432652.4875117578,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,431764.7898673372,32,1000000,1000000,1,0,751529,687,247,20480,320,431764.7898673372,59274,lane1_d0_r0_one,2,0.00457656586727959,339025,836395,0.004578032867237047,431764.7898673372,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,429752.2655085975,32,1000000,1000000,1,0,751554,714,247,20480,320,429752.2655085975,60312,lane1_d0_r0_increment,2,0.004597997866658062,345198,836417,0.004599467866615432,429752.2655085975,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,428033.3357602996,32,1000000,1000000,1,0,751576,689,247,20480,320,428033.3357602996,59503,lane1_d0_r0_binary,2,0.004616462866122577,352033,836456,0.004617929866080034,428033.3357602996,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
100,1,482741.843354024,32,1000000,1000000,100,0,93596615,61786812,24700,20480,320,482741.843354024,5934165,lane1_d0_r0_100f,2,0.40932851112947316,36514749,93664569,0.40932998412943045,482741.843354024,0,31,0,0,100,19200,223200,0.2424,100,8,0,24700,32
10000,1,483588.5659096004,32,1000000,1000000,10000,0,9376524784,9344732051,2470000,20480,320,483588.5659096004,593902771,lane1_d0_r0_10000f,2,40.86118116302575,3645969315,9376609657,40.861182627025705,483588.5659096004,0,31,0,0,10000,1920000,22320000,24.24,10000,8,0,2470000,32
1,1,156286.83119132154,16,2000000,2000000,1,0,86445,717,31,20480,320,156286.83119132154,12666,lane1_d0_r1_fixed_short,2,0.0015868259539820473,71612,154362,0.0015882929539395043,156286.83119132154,1,15,0,0,1,192,504,0.000348,1,8,0,31,1
1,1,562148.1047712035,16,2000000,2000000,1,0,393374,690,247,20480,320,562148.1047712035,60218,lane1_d0_r1_prbs,2,0.003515087898062451,376324,444420,0.003516551898019995,562148.1047712035,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,582758.8491173681,16,2000000,2000000,1,0,393392,709,247,20480,320,582758.8491173681,59970,lane1_d0_r1_zero,2,0.0033907679016677308,335115,444443,0.0033922319016252748,582758.8491173681,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,580853.2596872563,16,2000000,2000000,1,0,393430,704,247,20480,320,580853.2596872563,59890,lane1_d0_r1_one,2,0.003401891901345135,338877,444449,0.003403355901302679,580853.2596872563,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,576512.5013067811,16,2000000,2000000,1,0,393391,728,247,20480,320,576512.5013067811,60620,lane1_d0_r1_increment,2,0.003427505900602329,346726,444404,0.0034289729005597858,576512.5013067811,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,574627.9261905572,16,2000000,2000000,1,0,393396,707,247,20480,320,574627.9261905572,60191,lane1_d0_r1_binary,2,0.00343874690027634,350874,444410,0.003440213900233797,574627.9261905572,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
