stage,status,source,hardware_actions_executed,shutdown_before,shutdown_after,bitstream_sha256
P6_JTAG_AXI_PAYLOAD_RAM_SMOKE,PASS,evidence/hardware/p6/jtag_axi_payload_ram_smoke/p6_jtag_axi_transport_summary.json,True,True,True,0648321a71f0052e23b02096be314de7b36f8ef8a8c566ff4db385e6222ef46d
