stage,status,source,hardware_actions_executed,shutdown_before,shutdown_after,bitstream_sha256
P6_LANE1_DYNAMIC_PAYLOAD,PASS,evidence/hardware/p6/protocol/lane1_dynamic_payload/p6_jtag_axi_matrix_summary.json,True,True,True,0648321a71f0052e23b02096be314de7b36f8ef8a8c566ff4db385e6222ef46d
