source,frames_sent,frames_rx_good,ack_seen,crc_bad,payload_mismatch,retry_count,retry_exhausted,tx_fail,txd_high_total_cycles,txd_high_consecutive_max_cycles,duty_violation_count,latency_min_cycles,latency_avg_cycles,latency_max_cycles,throughput
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/protocol/lane0_ack_retry_100/readback.json,100,0,100,0,0,0,0,0,25728,8,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/protocol/lane0_frame_crc_100/readback.json,100,100,0,0,0,0,0,0,56064,8,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/protocol/lane1_ack_retry_100/readback.json,100,0,100,0,0,0,0,0,25728,8,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/protocol/lane1_frame_crc_100/readback.json,100,100,0,0,0,0,0,0,56064,8,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/protocol/two_lane_minimal_100/readback.json,100,200,200,0,0,0,0,0,25728,8,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/raw_lane_matrix/readback.json,0,0,0,0,0,0,0,0,0,0,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/safe_idle_recheck/readback.json,0,0,0,0,0,0,0,0,0,0,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/soak/two_lane_30min/readback.json,1800,3600,3600,0,0,0,0,0,4352,8,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
C:/Users/user/Documents/RF_COMM_MULTILANE/evidence/hardware/p5/tfdu_control_idle_recheck/readback.json,0,0,0,0,0,0,0,0,0,0,0,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE,SKIP_COUNTER_NOT_AVAILABLE
