stage,status,source,hardware_actions_executed,shutdown_before,shutdown_after,bitstream_sha256
P6_TWO_LANE_2H_STATIONARY_SOAK,PASS,evidence/hardware/p6/soak/two_lane_2h_stationary/p6_two_lane_soak_summary.json,True,True,True,0648321a71f0052e23b02096be314de7b36f8ef8a8c566ff4db385e6222ef46d
