stage,status,source,hardware_actions_executed,shutdown_before,shutdown_after,bitstream_sha256
P6_TFDU_CONTROL_IDLE_RECHECK,PASS,evidence/hardware/p6/tfdu_control_idle_recheck/p6_stage_result.json,True,True,True,0648321a71f0052e23b02096be314de7b36f8ef8a8c566ff4db385e6222ef46d
