stage,status,source,hardware_actions_executed,shutdown_before,shutdown_after,bitstream_sha256
P6_PS_DRIVER_RUNTIME,PASS,evidence/hardware/p6/ps_driver_runtime/p6_ps_runtime_summary.json,True,True,True,4bdb0aaeb75c6dcf9837a06cda6b7f445063dd65bf07756162b5ea8fbf537cd5
