sample|module|direction|lane_mask|tail_cycles|sender_raw|sender_raw_while_tx|sender_blanked_raw|sender_blanked_frame|sender_blanked_crc_valid|sender_local_source_reject|sender_accepted_remote|receiver_raw|receiver_accepted_remote|sender_last_txd_rise|sender_last_txd_fall|sender_first_rxd_after_tx|sender_last_rxd_after_tx|sender_overlap_violation|sender_admission_violation|sender_non_target_accepted|sender_cross_lane_accepted|receiver_overlap_violation|receiver_admission_violation|receiver_non_target_accepted|receiver_cross_lane_accepted
0|F0|0|1|0|1|1|1|0|0|0|0|1|0|31046288|31046293|0|0|0|0|0|0|0|0|0|0
1|F0|0|1|0|1|1|1|0|0|0|0|1|0|40363118|40363123|0|0|0|0|0|0|0|0|0|0
2|F0|0|1|0|1|1|1|0|0|0|0|1|0|50479337|50479342|0|0|0|0|0|0|0|0|0|0
3|F0|0|1|0|1|1|1|0|0|0|0|1|0|58362670|58362675|0|0|0|0|0|0|0|0|0|0
4|F0|0|1|0|1|1|1|0|0|0|0|1|0|67052480|67052485|0|0|0|0|0|0|0|0|0|0
5|F0|0|1|0|1|1|1|0|0|0|0|1|0|75154903|75154908|0|0|0|0|0|0|0|0|0|0
6|F0|0|1|0|1|1|1|0|0|0|0|1|0|81842890|81842895|0|0|0|0|0|0|0|0|0|0
7|F0|0|1|0|1|1|1|0|0|0|0|1|0|90706158|90706163|0|0|0|0|0|0|0|0|0|0
8|F0|0|1|0|1|1|1|0|0|0|0|1|0|98644078|98644083|0|0|0|0|0|0|0|0|0|0
9|F0|0|1|0|1|1|1|0|0|0|0|1|0|108152928|108152933|0|0|0|0|0|0|0|0|0|0
10|F0|0|1|0|1|1|1|0|0|0|0|1|0|117096265|117096270|0|0|0|0|0|0|0|0|0|0
11|F0|0|1|0|1|1|1|0|0|0|0|1|0|123768439|123768444|0|0|0|0|0|0|0|0|0|0
12|F0|0|1|0|1|1|1|0|0|0|0|1|0|131021770|131021775|0|0|0|0|0|0|0|0|0|0
13|F0|0|1|0|1|1|1|0|0|0|0|1|0|139123342|139123347|0|0|0|0|0|0|0|0|0|0
14|F0|0|1|0|1|1|1|0|0|0|0|1|0|146932508|146932513|0|0|0|0|0|0|0|0|0|0
15|F0|0|1|0|1|1|1|0|0|0|0|1|0|155044398|155044403|0|0|0|0|0|0|0|0|0|0
16|F0|0|1|0|1|1|1|0|0|0|0|1|0|163037011|163037016|0|0|0|0|0|0|0|0|0|0
17|F0|0|1|0|1|1|1|0|0|0|0|1|0|173124148|173124153|0|0|0|0|0|0|0|0|0|0
18|F0|0|1|0|1|1|1|0|0|0|0|1|0|180589529|180589534|0|0|0|0|0|0|0|0|0|0
19|F0|0|1|0|1|1|1|0|0|0|0|1|0|188520802|188520807|0|0|0|0|0|0|0|0|0|0
20|F0|0|1|0|1|1|1|0|0|0|0|1|0|196153387|196153392|0|0|0|0|0|0|0|0|0|0
21|F0|0|1|0|1|1|1|0|0|0|0|1|0|204203552|204203557|0|0|0|0|0|0|0|0|0|0
22|F0|0|1|0|1|1|1|0|0|0|0|1|0|211585396|211585401|0|0|0|0|0|0|0|0|0|0
23|F0|0|1|0|1|1|1|0|0|0|0|1|0|220621902|220621907|0|0|0|0|0|0|0|0|0|0
24|F0|0|1|0|1|1|1|0|0|0|0|1|0|227525154|227525159|0|0|0|0|0|0|0|0|0|0
25|F0|0|1|0|1|1|1|0|0|0|0|1|0|236388302|236388307|0|0|0|0|0|0|0|0|0|0
26|F0|0|1|0|1|1|1|0|0|0|0|1|0|243400659|243400664|0|0|0|0|0|0|0|0|0|0
27|F0|0|1|0|1|1|1|0|0|0|0|1|0|251916627|251916632|0|0|0|0|0|0|0|0|0|0
28|F0|0|1|0|1|1|1|0|0|0|0|1|0|258225360|258225365|0|0|0|0|0|0|0|0|0|0
29|F0|0|1|0|1|1|1|0|0|0|0|1|0|268884380|268884385|0|0|0|0|0|0|0|0|0|0
30|F0|0|1|0|1|1|1|0|0|0|0|1|0|276683941|276683946|0|0|0|0|0|0|0|0|0|0
31|F0|0|1|0|1|1|1|0|0|0|0|1|0|284213870|284213875|0|0|0|0|0|0|0|0|0|0
32|F0|0|1|0|1|1|1|0|0|0|0|1|0|292328537|292328542|0|0|0|0|0|0|0|0|0|0
33|F0|0|1|0|1|1|1|0|0|0|0|1|0|300593930|300593935|0|0|0|0|0|0|0|0|0|0
34|F0|0|1|0|1|1|1|0|0|0|0|1|0|307905271|307905276|0|0|0|0|0|0|0|0|0|0
35|F0|0|1|0|1|1|1|0|0|0|0|1|0|315820706|315820711|0|0|0|0|0|0|0|0|0|0
36|F0|0|1|0|1|1|1|0|0|0|0|1|0|323813317|323813322|0|0|0|0|0|0|0|0|0|0
37|F0|0|1|0|1|1|1|0|0|0|0|1|0|333646638|333646643|0|0|0|0|0|0|0|0|0|0
38|F0|0|1|0|1|1|1|0|0|0|0|1|0|342220471|342220476|0|0|0|0|0|0|0|0|0|0
39|F0|0|1|0|1|1|1|0|0|0|0|1|0|349579818|349579823|0|0|0|0|0|0|0|0|0|0
40|F0|0|1|0|1|1|1|0|0|0|0|1|0|357658858|357658863|0|0|0|0|0|0|0|0|0|0
41|F0|0|1|0|1|1|1|0|0|0|0|1|0|368966935|368966940|0|0|0|0|0|0|0|0|0|0
42|F0|0|1|0|1|1|1|0|0|0|0|1|0|377084567|377084572|0|0|0|0|0|0|0|0|0|0
43|F0|0|1|0|1|1|1|0|0|0|0|1|0|384659182|384659187|0|0|0|0|0|0|0|0|0|0
44|F0|0|1|0|1|1|1|0|0|0|0|1|0|393596851|393596856|0|0|0|0|0|0|0|0|0|0
45|F0|0|1|0|1|1|1|0|0|0|0|1|0|402016482|402016487|0|0|0|0|0|0|0|0|0|0
