sample|module|direction|lane_mask|tail_cycles|sender_raw|sender_raw_while_tx|sender_blanked_raw|sender_blanked_frame|sender_blanked_crc_valid|sender_local_source_reject|sender_accepted_remote|receiver_raw|receiver_accepted_remote|sender_last_txd_rise|sender_last_txd_fall|sender_first_rxd_after_tx|sender_last_rxd_after_tx|sender_overlap_violation|sender_admission_violation|sender_non_target_accepted|sender_cross_lane_accepted|receiver_overlap_violation|receiver_admission_violation|receiver_non_target_accepted|receiver_cross_lane_accepted
0|R1|1|2|0|1|1|1|0|0|0|0|1|0|2711753772|2711753777|0|0|0|0|0|0|0|0|0|0
1|R1|1|2|0|1|1|1|0|0|0|0|1|0|2719546869|2719546874|0|0|0|0|0|0|0|0|0|0
2|R1|1|2|0|1|1|1|0|0|0|0|1|0|2728978568|2728978573|0|0|0|0|0|0|0|0|0|0
3|R1|1|2|0|1|1|1|0|0|0|0|1|0|2737909087|2737909092|0|0|0|0|0|0|0|0|0|0
4|R1|1|2|0|1|1|1|0|0|0|0|1|0|2745840334|2745840339|0|0|0|0|0|0|0|0|0|0
5|R1|1|2|0|1|1|1|0|0|0|0|1|0|2753180476|2753180481|0|0|0|0|0|0|0|0|0|0
6|R1|1|2|0|1|1|1|0|0|0|0|1|0|2758294226|2758294231|0|0|0|0|0|0|0|0|0|0
7|R1|1|2|0|1|1|1|0|0|0|0|1|0|2765259130|2765259135|0|0|0|0|0|0|0|0|0|0
8|R1|1|2|0|1|1|1|0|0|0|0|1|0|2771413765|2771413770|0|0|0|0|0|0|0|0|0|0
9|R1|1|2|0|1|1|1|0|0|0|0|1|0|2779046389|2779046394|0|0|0|0|0|0|0|0|0|0
10|R1|1|2|0|1|1|1|0|0|0|0|1|0|2785988064|2785988069|0|0|0|0|0|0|0|0|0|0
11|R1|1|2|0|1|1|1|0|0|0|0|1|0|2793215790|2793215795|0|0|0|0|0|0|0|0|0|0
12|R1|1|2|0|1|1|1|0|0|0|0|1|0|2803514975|2803514980|0|0|0|0|0|0|0|0|0|0
13|R1|1|2|0|1|1|1|0|0|0|0|1|0|2810793998|2810794003|0|0|0|0|0|0|0|0|0|0
14|R1|1|2|0|1|1|1|0|0|0|0|1|0|2818905498|2818905503|0|0|0|0|0|0|0|0|0|0
15|R1|1|2|0|1|1|1|0|0|0|0|1|0|2827775624|2827775629|0|0|0|0|0|0|0|0|0|0
16|R1|1|2|0|1|1|1|0|0|0|0|1|0|2835003254|2835003259|0|0|0|0|0|0|0|0|0|0
17|R1|1|2|0|1|1|1|0|0|0|0|1|0|2843882358|2843882363|0|0|0|0|0|0|0|0|0|0
18|R1|1|2|0|1|1|1|0|0|0|0|1|0|2851791122|2851791127|0|0|0|0|0|0|0|0|0|0
19|R1|1|2|0|1|1|1|0|0|0|0|1|0|2860407502|2860407507|0|0|0|0|0|0|0|0|0|0
20|R1|1|2|0|1|1|1|0|0|0|0|1|0|2867766851|2867766856|0|0|0|0|0|0|0|0|0|0
21|R1|1|2|0|1|1|1|0|0|0|0|1|0|2875033298|2875033303|0|0|0|0|0|0|0|0|0|0
22|R1|1|2|0|1|1|1|0|0|0|0|1|0|2883212265|2883212270|0|0|0|0|0|0|0|0|0|0
23|R1|1|2|0|1|1|1|0|0|0|0|1|0|2891655025|2891655030|0|0|0|0|0|0|0|0|0|0
24|R1|1|2|0|1|1|1|0|0|0|0|1|0|2899422412|2899422417|0|0|0|0|0|0|0|0|0|0
25|R1|1|2|0|1|1|1|0|0|0|0|1|0|2906961832|2906961837|0|0|0|0|0|0|0|0|0|0
26|R1|1|2|0|1|1|1|0|0|0|0|1|0|2913951703|2913951708|0|0|0|0|0|0|0|0|0|0
27|R1|1|2|0|1|1|1|0|0|0|0|1|0|2919913434|2919913439|0|0|0|0|0|0|0|0|0|0
28|R1|1|2|0|1|1|1|0|0|0|0|1|0|2926996497|2926996502|0|0|0|0|0|0|0|0|0|0
29|R1|1|2|0|1|1|1|0|0|0|0|1|0|2934731747|2934731752|0|0|0|0|0|0|0|0|0|0
30|R1|1|2|0|1|1|1|0|0|0|0|1|0|2944195578|2944195583|0|0|0|0|0|0|0|0|0|0
31|R1|1|2|0|1|1|1|0|0|0|0|1|0|2951879438|2951879443|0|0|0|0|0|0|0|0|0|0
32|R1|1|2|0|1|1|1|0|0|0|0|1|0|2960719918|2960719923|0|0|0|0|0|0|0|0|0|0
33|R1|1|2|0|1|1|1|0|0|0|0|1|0|2968584293|2968584298|0|0|0|0|0|0|0|0|0|0
34|R1|1|2|0|1|1|1|0|0|0|0|1|0|2975966147|2975966152|0|0|0|0|0|0|0|0|0|0
35|R1|1|2|0|1|1|1|0|0|0|0|1|0|2983643557|2983643562|0|0|0|0|0|0|0|0|0|0
36|R1|1|2|0|1|1|1|0|0|0|0|1|0|2992744325|2992744330|0|0|0|0|0|0|0|0|0|0
37|R1|1|2|0|1|1|1|0|0|0|0|1|0|3000747098|3000747103|0|0|0|0|0|0|0|0|0|0
38|R1|1|2|0|1|1|1|0|0|0|0|1|0|3008691438|3008691443|0|0|0|0|0|0|0|0|0|0
