captured_ms|sequence|label|role|snapshot_words_csv
1785622683911|1002|p10_1r_receive_only_5000ms|fixed|4,1378943233,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785622683911|1002|p10_1r_receive_only_5000ms|rotating|4,1378943233,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
