ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
2,1,3844.0673826551965,32,1000000,1000000,1,0,171677,708,31,3844.0673826551965,13762,lane0_d0_r0_fixed_short,1,0.06451499812906505,71579,21096703,0.06451655812901981,3844.0673826551965,0,31,0,2,0,384,504,0.000888,2,8,1,31,1
2,1,29401.692643254795,32,1000000,1000000,1,0,751570,707,247,29401.692643254795,62110,lane0_d0_r0_prbs,1,0.06720701505099656,375878,21673687,0.06720858105095115,29401.692643254795,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
2,1,29453.096077084712,32,1000000,1000000,1,0,751500,667,247,29453.096077084712,61757,lane0_d0_r0_zero,1,0.06708972105439809,335916,21674910,0.06709128405435276,29453.096077084712,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
2,1,29457.24135900323,32,1000000,1000000,1,0,751610,695,247,29457.24135900323,62149,lane0_d0_r0_one,1,0.06708028005467188,338262,21669057,0.06708184305462656,29457.24135900323,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
2,1,29451.502555014653,32,1000000,1000000,1,0,751537,684,247,29451.502555014653,62553,lane0_d0_r0_increment,1,0.06709335105429282,344316,21666999,0.06709492305424723,29451.502555014653,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
2,1,29439.476368630563,32,1000000,1000000,1,0,751585,713,247,29439.476368630563,62650,lane0_d0_r0_binary,1,0.06712075905349799,351767,21668530,0.06712232805345249,29439.476368630563,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
56,1,329722.44009249215,32,1000000,1000000,100,0,125160911,87353427,24700,329722.44009249215,7945342,lane0_d0_r0_100f,1,0.5992919376205338,45392357,146068423,0.5992935066204883,329722.44009249215,0,31,0,146,0,10752,223200,0.233952,146,8,46,24700,32
