ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
17,1,589288.7625861064,8,4000000,4000000,17,0,7574290,35219,4144,20480,320,596194.4902726624,1571629,perf_m1_d0_short,1,0.05560601538742555,9025536,7608416,0.0556074793873831,589288.7625861064,2,4,3,17,0,3264,37504,0.010192,17,8,0,4096,17
4249,1,598606.8417908216,8,4000000,4000000,4249,0,1977009387,1960976345,1049344,20480,320,599045.2745362738,400786006,perf_m1_d0_large,1,14.013551824606997,2291506546,1977043516,14.013553339606952,598606.8417908216,2,4,3,4249,0,815808,9482496,2.574576,4249,8,0,1048576,32
17,1,589893.5077398948,8,4000000,4000000,17,1,7574304,35202,4144,20480,320,596806.3222837216,1576114,perf_m1_d1_short,1,0.05554900938907873,9034760,7608424,0.055550470389036356,589893.5077398948,2,4,3,17,0,3264,37504,0.010192,17,8,0,4096,17
4249,1,598453.1674821575,8,4000000,4000000,4249,1,1977009357,1960976386,1049344,20480,320,598891.4876731845,400692587,perf_m1_d1_large,1,14.017150306502641,2292799481,1977043469,14.017151773502599,598453.1674821575,2,4,3,4249,0,815808,9482496,2.574576,4249,8,0,1048576,32
17,1,589824.7661823491,8,4000000,4000000,17,0,7574336,35215,4144,20480,320,596736.7751610484,1581776,perf_m2_d0_short,2,0.055555483388890985,9031162,7608453,0.055556947388848525,589824.7661823491,2,4,3,0,17,3264,37504,0.010192,17,8,0,4096,17
4249,1,598423.8300874722,8,4000000,4000000,4249,0,1977009273,1960976229,1049344,20480,320,598862.1287911495,401354272,perf_m2_d0_large,2,14.017837489482712,2292366904,1977043392,14.017839004482669,598423.8300874722,2,4,3,0,4249,815808,9482496,2.574576,4249,8,0,1048576,32
17,1,589847.2854006105,8,4000000,4000000,17,1,7574271,35178,4144,20480,320,596759.5582763989,1583028,perf_m2_d1_short,2,0.05555336238895249,9029358,7608384,0.055554829388909946,589847.2854006105,2,4,3,0,17,3264,37504,0.010192,17,8,0,4096,17
4249,1,598811.5294526082,8,4000000,4000000,4249,1,1977009492,1960976428,1049344,20480,320,599250.1121157815,398731064,perf_m2_d1_large,2,14.008761667745912,2291964576,1977043618,14.008763176745868,598811.5294526082,2,4,3,0,4249,815808,9482496,2.574576,4249,8,0,1048576,32
17,2,739037.8117307544,8,8000000,4000000,17,0,3856108,35263,4144,20480,320,747698.4110869742,1572731,perf_m3_d0_short,3,0.04433873271417675,9019564,3890242,0.0443401967141343,739037.8117307544,2,4,3,9,8,3264,37504,0.010192,17,8,0,4096,17
4249,2,736185.2186092458,8,8000000,4000000,4249,0,1102897450,1094829583,1049344,20480,320,736724.4167674069,401039858,perf_m3_d0_large,3,11.394697676553767,2292413190,1102931556,11.394699137553726,736185.2186092458,2,4,3,2125,2124,815808,9482496,2.574576,4249,8,0,1048576,32
17,2,737850.8763132244,8,8000000,4000000,17,1,3856045,35183,4144,20480,320,746497.5662700201,1585073,perf_m3_d1_short,3,0.044410057712108326,9031050,3890159,0.04441152171206587,737850.8763132244,2,4,3,9,8,3264,37504,0.010192,17,8,0,4096,17
4249,2,736125.4484192452,8,8000000,4000000,4249,1,1102914422,1094829499,1049344,20480,320,736664.6028004116,401195056,perf_m3_d1_large,3,11.395622876526936,2292549456,1102948521,11.395624346526894,736125.4484192452,2,4,3,2125,2124,815808,9482496,2.574576,4249,8,0,1048576,32
