label|command|expected_status|flags|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|sequence|fixed_status|rotating_status|fixed_state|rotating_state|fixed_dump_path|rotating_dump_path
sr_lane0_f_to_r|3|0|2|1|0|2|257|31616|32|1|0|0|120000|2685403137|10|53248|0|0|0|0|1024|0|0|0|0|0|0|NA|1785425474535|1785425475199|1001|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_lane0_f_to_r.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_lane0_f_to_r.rotating.bin
sr_lane0_r_to_f|3|0|2|1|1|2|257|31616|32|1|0|0|120000|2685403137|10|53249|0|0|0|0|1024|0|0|0|0|0|0|NA|1785425475245|1785425475904|1002|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_lane0_r_to_f.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_lane0_r_to_f.rotating.bin
sr_lane1_f_to_r|3|0|2|2|0|2|257|31616|32|1|0|0|120000|2685403137|10|53250|0|0|0|0|1024|0|0|0|0|0|0|NA|1785425475953|1785425476661|1003|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_lane1_f_to_r.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_lane1_f_to_r.rotating.bin
sr_lane1_r_to_f|3|0|2|2|1|2|257|31616|32|1|0|0|120000|2685403137|10|53251|0|0|0|0|1024|0|0|0|0|0|0|NA|1785425476719|1785425477392|1004|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_lane1_r_to_f.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_lane1_r_to_f.rotating.bin
sr_wrap_f_to_r|3|0|2|3|0|2|257|23712|32|1|0|0|120000|2685403137|10|53252|0|0|0|0|1024|0|65534|0|0|0|0|NA|1785425477444|1785425477875|1005|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_wrap_f_to_r.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_wrap_f_to_r.rotating.bin
sr_wrap_r_to_f|3|0|2|3|1|2|257|23712|32|1|0|0|120000|2685403137|10|53253|0|0|0|0|1024|0|65534|0|0|0|0|NA|1785425477925|1785425478368|1006|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_wrap_r_to_f.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sr_wrap_r_to_f.rotating.bin
sack_ack_aggregation|3|0|2|3|0|2|257|63232|32|1|0|0|120000|2685403137|10|53254|0|0|0|0|1024|0|0|0|0|0|0|NA|1785425478414|1785425479374|1007|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sack_ack_aggregation.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/sack_ack_aggregation.rotating.bin
loss_recovery_data|3|0|2|3|1|2|257|63232|32|1|0|0|120000|2685403137|10|53255|1|0|0|0|1024|0|0|0|0|0|0|NA|1785425479427|1785425480450|1008|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/loss_recovery_data.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/loss_recovery_data.rotating.bin
loss_recovery_ack|3|0|2|3|0|2|257|63232|32|1|0|0|120000|2685403137|10|53256|0|1|0|0|1024|0|0|0|0|0|0|NA|1785425480484|1785425481457|1009|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/loss_recovery_ack.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/loss_recovery_ack.rotating.bin
duplicate_recovery|3|0|2|3|1|2|257|63232|32|1|0|0|120000|2685403137|10|53257|0|0|0|0|1024|0|0|32|0|0|0|NA|1785425481509|1785425602253|1010|0|10|4|5|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/duplicate_recovery.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_d_20260730T153014Z_02/stages/p10_d/dumps/duplicate_recovery.rotating.bin
