ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
1,1,124654.7526844752,32,1000000,1000000,1,0,171668,702,31,20480,320,124654.7526844752,12795,lane1_d0_r0_fixed_short,2,0.0019894949423046467,70786,256520,0.0019909829422614946,124654.7526844752,0,31,0,0,1,192,504,0.000696,1,8,0,31,1
1,1,421415.33216079214,32,1000000,1000000,1,0,751555,687,247,20480,320,421415.33216079214,60589,lane1_d0_r0_prbs,2,0.004688960864020135,375186,836402,0.00469044586397707,421415.33216079214,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,432317.1162576391,32,1000000,1000000,1,0,751550,699,247,20480,320,432317.1162576391,59924,lane1_d0_r0_zero,2,0.004570718867449153,336438,836408,0.004572206867406001,432317.1162576391,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,431746.1108556177,32,1000000,1000000,1,0,751581,712,247,20480,320,431746.1108556177,59181,lane1_d0_r0_one,2,0.0045767638672738475,339143,836420,0.0045782458672308695,431746.1108556177,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,429944.7027820207,32,1000000,1000000,1,0,751556,716,247,20480,320,429944.7027820207,60509,lane1_d0_r0_increment,2,0.004595939866717744,344264,836395,0.004597424866674679,429944.7027820207,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,428025.26936868444,32,1000000,1000000,1,0,751579,666,247,20480,320,428025.26936868444,60724,lane1_d0_r0_binary,2,0.0046165498661200535,350918,836445,0.004618040866076815,428025.26936868444,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
100,1,462469.2169062807,32,1000000,1000000,100,0,93580972,62796771,24700,20480,320,462469.2169062807,5933094,lane1_d0_r0_100f,2,0.4272716816091212,42495080,93665836,0.4272732476090758,462469.2169062807,0,31,0,0,100,19200,223200,0.2424,100,8,0,24700,32
10000,1,460448.58203403983,32,1000000,1000000,10000,0,9376524887,9344740569,2470000,20480,320,460448.58203403983,681541667,lane1_d0_r0_10000f,2,42.914672280474505,4242826782,9376609751,42.91467383747446,460448.58203403983,0,31,0,0,10000,1920000,22320000,24.24,10000,8,0,2470000,32
1,1,156372.26888715284,16,2000000,2000000,1,0,86401,693,31,20480,320,156372.26888715284,12475,lane1_d0_r1_fixed_short,2,0.0015859589540071902,71492,154332,0.0015874469539640384,156372.26888715284,1,15,0,0,1,192,504,0.000348,1,8,0,31,1
1,1,562660.9698110758,16,2000000,2000000,1,0,393427,681,247,20480,320,562660.9698110758,59389,lane1_d0_r1_prbs,2,0.003511883898155367,376020,444447,0.0035133718981122147,562660.9698110758,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,583026.5679251011,16,2000000,2000000,1,0,393404,687,247,20480,320,583026.5679251011,60145,lane1_d0_r1_zero,2,0.0033892109017128838,334367,444428,0.0033906929016699057,583026.5679251011,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,580978.2713262534,16,2000000,2000000,1,0,393415,717,247,20480,320,580978.2713262534,59278,lane1_d0_r1_one,2,0.003401159901366363,339219,444428,0.003402653901323037,580978.2713262534,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,578157.1467664748,16,2000000,2000000,1,0,393416,714,247,20480,320,578157.1467664748,59496,lane1_d0_r1_increment,2,0.003417755900885079,344528,444417,0.003419240900842014,578157.1467664748,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,574210.1362917941,16,2000000,2000000,1,0,393393,681,247,20480,320,574210.1362917941,60428,lane1_d0_r1_binary,2,0.003441248900203782,351428,444422,0.0034427339001607167,574210.1362917941,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
100,1,641988.3109409864,16,2000000,2000000,100,0,53219334,35123175,24700,20480,320,641988.3109409864,6751524,lane1_d0_r1_100f,2,0.3077937660739808,42246091,53270364,0.3077953290739355,641988.3109409864,1,15,0,0,100,19200,223200,0.1212,100,8,0,24700,32
