ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
1,1,124710.98089810007,32,1000000,1000000,1,0,171757,713,31,20480,320,124710.98089810007,12745,lane0_d0_r0_fixed_short,1,0.0019885979423306596,70872,256613,0.0019900889422874205,124710.98089810007,0,31,0,1,0,192,504,0.000696,1,8,0,31,1
1,1,421841.7656434229,32,1000000,1000000,1,0,751594,712,247,20480,320,421841.7656434229,59276,lane0_d0_r0_prbs,1,0.004684220864157595,375344,836460,0.004685711864114356,421841.7656434229,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,433166.9186102182,32,1000000,1000000,1,0,751642,712,247,20480,320,433166.9186102182,59482,lane0_d0_r0_zero,1,0.0045617518677091955,334296,836494,0.00456324586766587,433166.9186102182,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,431659.81216769456,32,1000000,1000000,1,0,751582,712,247,20480,320,431659.81216769456,60223,lane0_d0_r0_one,1,0.004577678867247313,338857,836450,0.0045791758672039,431659.81216769456,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,429989.3301945854,32,1000000,1000000,1,0,751598,712,247,20480,320,429989.3301945854,60527,lane0_d0_r0_increment,1,0.004595462866731577,344495,836443,0.004596956866688251,429989.3301945854,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,427887.35330978216,32,1000000,1000000,1,0,751641,711,247,20480,320,427887.35330978216,60858,lane0_d0_r0_binary,1,0.004618037866076902,351631,836509,0.00461952586603375,427887.35330978216,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
100,1,451690.0906155215,32,1000000,1000000,100,0,93594798,61791975,24700,20480,320,451690.0906155215,8267888,lane0_d0_r0_100f,1,0.43746808731342546,43562563,93662750,0.43746965631338,451690.0906155215,0,31,0,100,0,19200,223200,0.2424,100,8,0,24700,32
10000,1,456142.81903179927,32,1000000,1000000,10000,0,9376528587,9344838080,2470000,20480,320,456142.81903179927,682442215,lane0_d0_r0_10000f,1,43.319765598726796,4376954078,9376613460,43.319767164726755,456142.81903179927,0,31,0,10000,0,1920000,22320000,24.24,10000,8,0,2470000,32
1,1,156610.449321681,16,2000000,2000000,1,0,86472,718,31,20480,320,156610.449321681,12543,lane0_d0_r1_fixed_short,1,0.0015835469540771384,70905,154418,0.0015850379540338993,156610.449321681,1,15,0,1,0,192,504,0.000348,1,8,0,31,1
1,1,563123.2528300789,16,2000000,2000000,1,0,393424,674,247,20480,320,563123.2528300789,59940,lane0_d0_r1_prbs,1,0.003509000898238974,374948,444448,0.003510485898195909,563123.2528300789,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
1,1,582422.8723892659,16,2000000,2000000,1,0,393391,688,247,20480,320,582422.8723892659,60242,lane0_d0_r1_zero,1,0.003392723901611007,335943,444436,0.003394211901567855,582422.8723892659,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
1,1,581420.8552076741,16,2000000,2000000,1,0,393366,682,247,20480,320,581420.8552076741,60187,lane0_d0_r1_one,1,0.0033985709014414437,337944,444383,0.003400058901398292,581420.8552076741,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
1,1,577859.9114681209,16,2000000,2000000,1,0,393406,687,247,20480,320,577859.9114681209,60759,lane0_d0_r1_increment,1,0.003419513900834097,344391,444417,0.0034210079007907707,577859.9114681209,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
1,1,573997.9675662109,16,2000000,2000000,1,0,393385,684,247,20480,320,573997.9675662109,60592,lane0_d0_r1_binary,1,0.003442520900166894,352181,444409,0.0034440089001237417,573997.9675662109,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
100,1,622100.1373733069,16,2000000,2000000,100,0,53219477,35131676,24700,20480,320,622100.1373733069,6647574,lane0_d0_r1_100f,1,0.3176337507886212,45630357,53270512,0.3176353137885759,622100.1373733069,1,15,0,100,0,19200,223200,0.1212,100,8,0,24700,32
