role|caps|version|role_status|role_error|active|f2r|r2f|local_tx|local_rx|role_epoch|wire_schema|telemetry_schema|diagnostic_status
fixed|1345651231|65537|263|0|15|3|12|3|12|1|891819521|1345389826|0
