ack_frames_good,crc_bad,data_frames_good,direction,frame_bad,label,lane_mask,physical_tx_module_0,physical_tx_module_1,physical_tx_module_2,physical_tx_module_3,preamble_count,raw_rx_module_0,raw_rx_module_1,raw_rx_module_2,raw_rx_module_3,raw_sent,symbol_errors,target
0,0,0,0,0,p9_08_idle_noise_5000ms,0,0,0,0,0,0,0,0,0,0,0,0,0
