label|command|expected_status|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|observed_status|observed_state|sequence|dump_path
p9_07_idle_safety|11|0|0|0|0|257|0|8|0|0|0|10000|1|1|1|0|0|0|0|1024|0|0|0|250|0|0|NA|1785120122901|1785120123889|0|4|1001|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T023914Z_dd4a47863ec4_13542c8fa85d/safe_idle/p9_07/mailbox/p9_07_idle_safety.bin
p9_07_permit_drop_mid_raw|12|0|3|0|0|257|0|8|0|0|0|10000|1|1|1|0|0|0|100000|128|0|0|0|0|0|0|NA|1785120123902|1785120124609|0|4|1002|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T023914Z_dd4a47863ec4_13542c8fa85d/safe_idle/p9_07/mailbox/p9_07_permit_drop_mid_raw.bin
p9_07_rearm_a|2|0|1|0|0|257|0|8|0|0|0|10000|1|1|1|0|0|0|16|1024|0|0|0|0|0|0|NA|1785120124619|1785120125327|0|4|1003|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T023914Z_dd4a47863ec4_13542c8fa85d/safe_idle/p9_07/mailbox/p9_07_rearm_a.bin
p9_07_rearm_b|2|0|1|0|0|257|0|8|0|0|0|10000|1|1|1|0|0|0|16|1024|0|0|0|0|0|0|NA|1785120125336|1785120126042|0|4|1004|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T023914Z_dd4a47863ec4_13542c8fa85d/safe_idle/p9_07/mailbox/p9_07_rearm_b.bin
P9-07_endpoint_shutdown|10|0|0|0|0|0|0|8|0|0|0|10000|0|0|0|0|0|0|0|1024|0|0|0|0|0|0|NA|1785120126051|1785120126748|0|6|1005|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T023914Z_dd4a47863ec4_13542c8fa85d/safe_idle/p9_07/mailbox/P9-07_endpoint_shutdown.bin
