captured_ms|sequence|label|role|snapshot_words_csv
1785631288742|1003|remediation_frame_lane0_f2r_0000_1048576|fixed|6,1378943233,304,3685193,0,3674727,0,3674727,0,3508,0,3504,0,0,0,111,0,108112744,0,4096,0,0,0,3504,0,398978813,0,398978821,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785631288742|1003|remediation_frame_lane0_f2r_0000_1048576|rotating|6,1378943233,560,3724185,0,10653,0,10653,0,226,0,113,0,0,0,3541,0,721712,0,4096,0,0,0,113,0,383715925,0,383715933,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785631299268|1006|remediation_frame_lane0_r2f_0000_1048576|fixed|14,1378943233,304,3686190,0,10453,0,10453,0,222,0,111,0,0,0,3504,0,709176,0,4096,0,0,0,111,0,1069868336,0,1069868344,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785631299268|1006|remediation_frame_lane0_r2f_0000_1048576|rotating|14,1378943233,560,3711438,0,3700890,0,3700890,0,3532,0,3528,0,0,0,112,0,108853064,0,4096,0,0,0,3528,0,1056368639,0,1056368647,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785631309810|1009|remediation_frame_lane1_f2r_0000_1048576|fixed|22,1378943233,282,0,3680487,0,3670014,0,3670014,0,3507,0,3502,0,0,0,111,0,108053562,0,4096,0,0,0,3503,0,1747391336,0,1747391344,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785631309810|1009|remediation_frame_lane1_f2r_0000_1048576|rotating|22,1378943233,560,0,3702421,0,10568,0,10568,0,224,0,112,0,0,0,3523,0,715320,0,4096,0,0,0,112,0,1729390832,0,1729390840,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785631320360|1012|remediation_frame_lane1_r2f_0000_1048576|fixed|30,1378943233,304,0,3687412,0,10455,0,10455,0,222,0,111,0,0,0,3505,0,709200,0,4096,0,0,0,111,0,2419817858,0,2419817866,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785631320360|1012|remediation_frame_lane1_r2f_0000_1048576|rotating|30,1378943233,538,0,3711767,0,3701217,0,3701217,0,3533,0,3529,0,0,0,112,0,108882805,0,4096,0,0,0,3529,0,2406408056,0,2406408064,0,0,0,0,0,0,0,0,4096,256,131072,4,3
