run_id,date,stage,direction,lane_mask,session,bit_sha256,ltx_sha256,xsa_sha256,elf_sha256,CNT_CHIP_MAX,CNT_PREAMBLE,RX_DETECT_WINDOW,RX_DATA_PHASE_DELAY_CYCLES,RX_PREAMBLE_REALIGN_EDGE,IR_LANE_COUNT,IR_B_MODE,IR_PARALLEL_2LANE_MODE,B_SESSION_ID,IR_B_TX_LANE_MASK,IR_B_RX_LANE_MASK,IR_B_ACK_LANE_MASK,IR_B_EXPECTED_A_LANE_MASK,MAX_PACKET_BYTES,FRAGMENT_BYTES,MAX_FRAGS,MAX_FRAME_BYTES,GUARD_CYCLES,B_BACKOFF_SLOT_CYCLES,B_START_IDLE_CYCLES,B_RECOVERY_RESET_CYCLES,B2A_ENABLE,B2A_FREE_RUN,TX_ONLY_ACK_MODE,STREAM_FULL_MODE,MAX_RETRY,FRAG_TIMEOUT_CYCLES,PSPS_PAYLOAD_BYTES,PSPS_TX_ONLY,PSPS_TDM_BIDIR,PSPS_RX_ONLY,PSPS_INTER_PACKET_US,PSPS_STAGE_SECONDS,PSPS_MAX_OUTSTANDING,PSPS_WINDOW_START_GAP_US,PSPS_2LANE_ONLY,PSPS_STAGE_LANE_MASK,PSPS_STAGE_SESSION_ID,PSPS_PAYLOAD_LANE_MASK,PSPS_RX_LANE_MASK,PSPS_POLL_SLEEP_US,IR_TX_POLL_US,uart_mode,uart_payload_bytes,uart_rx_timeout_us,uart_stage_seconds,sent,rx_ok,tx_fail,rx_timeout,rx_bad,rx_mismatch,loss,win_rx_mbps,status,sticky,tx_lane,rx_good,rx_crc,rx_err,phy0,rec,txp,txi,txa,rxb,last_error,raw_a_tx0_edges,raw_a_tx1_edges,raw_a_rx0_edges,raw_a_rx1_edges,raw_b_tx0_edges,raw_b_tx1_edges,raw_b_rx0_edges,raw_b_rx1_edges,raw_a_tx0_high,raw_a_tx1_high,raw_a_rx0_low,raw_a_rx1_low,raw_b_tx0_high,raw_b_tx1_high,raw_b_rx0_low,raw_b_rx1_low,shutdown_ok,uart_log,ila_csv,ila_summary,vivado_config_log,vitis_build_log,summary_path,verdict
lane0_hw_loopback_safe_20260605_152122,2026-06-05 15:21:22,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,100000,100000,2048,,,0,1,,,247,,1,,3000,8,,,,,,,,,1,stream_tdm_bidir,247,500000,8,2559,2559,0,0,0,0,0.0%,0.629,0x00000004,0x00000003,0x00000001,0x00000002,0x00000000,0x00000000,0xE2FDFDFD,,0x00000000,0x00000000,0x00000001,0x00000001,none,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_152122.log,,,reports\vivado_config_stream_bidir_credit_20260605_150119.log,reports\vitis_build_speed_ipg3000_20260605_152022.log,reports\lane0_hw_loopback_safe_20260605_152122.summary.txt,PASS
lane0_hw_loopback_safe_20260605_152319,2026-06-05 15:23:19,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,100000,100000,2048,,,0,1,,,247,,1,,2000,8,,,,,,,,,1,stream_tdm_bidir,247,500000,8,3,0,3,0,0,0,100.0%,0.000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0xE2ECECEC,,0x00000000,0x00000000,0x00000001,0x00000001,tx_done_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_152319.log,,,reports\vivado_config_stream_bidir_credit_20260605_150119.log,reports\vitis_build_speed_ipg2000_20260605_152236.log,reports\lane0_hw_loopback_safe_20260605_152319.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_152517,2026-06-05 15:25:17,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,100000,100000,2048,,,0,1,,,247,,1,,2500,8,,,,,,,,,1,stream_tdm_bidir,247,500000,8,3,0,3,0,0,0,100.0%,0.000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0xE2898989,,0x00000000,0x00000000,0x00000001,0x00000001,tx_done_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_152517.log,,,reports\vivado_config_stream_bidir_credit_20260605_150119.log,reports\vitis_build_speed_ipg2500_20260605_152439.log,reports\lane0_hw_loopback_safe_20260605_152517.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_152723,2026-06-05 15:27:23,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,100000,100000,2048,,,0,1,,,247,,1,,2800,8,,,,,,,,,1,stream_tdm_bidir,247,500000,8,3,0,3,0,0,0,100.0%,0.000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0xE25E5E5E,,0x00000000,0x00000000,0x00000001,0x00000001,tx_done_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_152723.log,,,reports\vivado_config_stream_bidir_credit_20260605_150119.log,reports\vitis_build_speed_ipg2800_20260605_152648.log,reports\lane0_hw_loopback_safe_20260605_152723.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_154219,2026-06-05 15:42:19,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,20000,20000,2048,,,0,1,,,247,,1,,1000,8,,,,,,,,,1,stream_tdm_bidir,247,500000,8,3,0,3,0,0,0,100.0%,0.000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0xE2D0D0D0,,0x00000000,0x00000000,0x00000001,0x00000001,tx_done_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_154219.log,,,reports\vivado_config_stream_bidir_speed_b20k_20260605_152853.log,reports\vitis_build_speed_b20k_ipg1000_20260605_154142.log,reports\lane0_hw_loopback_safe_20260605_154219.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_154541,2026-06-05 15:45:41,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,20000,20000,2048,,,0,1,,,247,,1,,0,8,1,,,,,,,,1,stream_tdm_bidir,247,500000,8,2661,2659,0,0,0,0,0.0%,0.654,0x00000015,0x00000003,0x00000001,0x00000000,0x00000000,0x00000000,0xE2030308,,0x00000001,0x00000000,0x00000000,0x00000001,none,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_154541.log,,,reports\vivado_config_stream_bidir_speed_b20k_20260605_152853.log,reports\vitis_build_speed_b20k_window1_ipg0_20260605_154504.log,reports\lane0_hw_loopback_safe_20260605_154541.summary.txt,PASS
lane0_hw_loopback_safe_20260605_154840,2026-06-05 15:48:40,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,20000,20000,2048,,,0,1,,,247,,1,,0,8,1,,,,,,,10,1,stream_tdm_bidir,247,500000,8,2695,2693,0,0,0,0,0.0%,0.662,0x00000015,0x00000003,0x00000001,0x00000000,0x00000000,0x00000000,0xE26B6B70,,0x00000001,0x00000000,0x00000000,0x00000001,none,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_154840.log,,,reports\vivado_config_stream_bidir_speed_b20k_20260605_152853.log,reports\vitis_build_speed_b20k_window1_poll10_20260605_154743.log,reports\lane0_hw_loopback_safe_20260605_154840.summary.txt,PASS
lane0_hw_loopback_safe_20260605_155031,2026-06-05 15:50:31,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,20000,20000,2048,,,0,1,,,247,,1,,0,8,1,,,,,,,0,1,stream_tdm_bidir,247,500000,8,2695,2693,0,0,0,0,0.0%,0.662,0x00000015,0x00000003,0x00000001,0x00000000,0x00000000,0x00000000,0xE26B6B70,,0x00000001,0x00000000,0x00000000,0x00000001,none,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_155031.log,,,reports\vivado_config_stream_bidir_speed_b20k_20260605_152853.log,reports\vitis_build_speed_b20k_window1_poll0_20260605_154954.log,reports\lane0_hw_loopback_safe_20260605_155031.summary.txt,PASS
lane0_hw_loopback_safe_20260605_155226,2026-06-05 15:52:26,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,20000,20000,2048,,,0,1,,,247,,1,,0,8,2,,,,,,,10,1,stream_tdm_bidir,247,500000,8,8,5,0,0,0,0,0.0%,0.000,0x0000000C,0x00000003,0x00000000,0x00000000,0x00000000,0x00000000,0xE2030303,,0x00000000,0x00000000,0x00000001,0x00000001,none,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_155226.log,,,reports\vivado_config_stream_bidir_speed_b20k_20260605_152853.log,reports\vitis_build_speed_b20k_window2_poll10_20260605_155149.log,reports\lane0_hw_loopback_safe_20260605_155226.summary.txt,INCONCLUSIVE
lane0_hw_loopback_safe_20260605_155453,2026-06-05 15:54:53,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,20000,20000,2048,,,0,1,,,247,,1,,0,20,2,,,,,,,10,1,stream_tdm_bidir,247,500000,20,6679,6679,0,0,0,0,0.0%,0.658,0x00000014,0x00000003,0x00000001,0x00000004,0x00000000,0x00000000,0xE32E2D2E,,0x00000000,0x00000000,0x00000001,0x00000001,none,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_155453.log,,,reports\vivado_config_stream_bidir_speed_b20k_20260605_152853.log,reports\vitis_build_speed_b20k_window2_20s_20260605_155358.log,reports\lane0_hw_loopback_safe_20260605_155453.summary.txt,PASS
lane0_hw_loopback_safe_20260605_162149,2026-06-05 16:21:49,,A_TO_B_ACK_LOOP,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,20000,20000,2048,,,0,1,,,247,,1,,0,10,1,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_162149.log,,,reports\vivado_config_stream_bidir_speed_b20k_20260605_152853.log,reports\vitis_build_j11_lane0_loopback_20260605_162031.log,reports\lane0_hw_loopback_safe_20260605_162149.summary.txt,INCONCLUSIVE
lane0_hw_loopback_safe_20260605_163303,2026-06-05 16:33:03,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,255,1,269,1408,20000,20000,2048,,,0,1,,,247,,1,,0,10,1,,,,,,,10,1,stream_tdm_bidir,247,500000,10,3336,3336,0,0,0,0,0.0%,0.656,0x00000014,0x00000003,0x00000001,0x00000003,0x00000000,0x00000000,0xE3100F10,,0x00000000,0x00000000,0x00000001,0x00000001,none,,,,,,,,,,,,,,,,,0,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_163303.log,,,reports\vivado_config_stream_bidir_speed_b20k_20260605_152853.log,reports\vitis_build_j11_lane0_loopback_20260605_162031.log,reports\lane0_hw_loopback_safe_20260605_163303.summary.txt,PASS
lane0_hw_loopback_safe_20260605_172905,2026-06-05 17:29:05,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_172905.log,,,reports\vivado_config_2lane_fixed_stream_bidir_20260605_164546.log,reports\vitis_build_2lane_fixed_stream_bidir_retry_20260605_172816.log,reports\lane0_hw_loopback_safe_20260605_172905.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_173314,2026-06-05 17:33:14,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_173314.log,,,reports\vivado_config_2lane_fixed_stream_bidir_20260605_164546.log,reports\vitis_build_2lane_commitfix_20260605_173234.log,reports\lane0_hw_loopback_safe_20260605_173314.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_173620,2026-06-05 17:36:20,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE0000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_173620.log,,,reports\vivado_config_2lane_fixed_stream_bidir_20260605_164546.log,reports\vitis_build_lane0_only_vector_bitstream_20260605_173545.log,reports\lane0_hw_loopback_safe_20260605_173620.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_175355,2026-06-05 17:53:55,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE0000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_175355.log,,,reports\vivado_config_j11_single_retry_20260605_174010.log,reports\vitis_build_j11_lane0_retry_20260605_175303.log,reports\lane0_hw_loopback_safe_20260605_175355.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_180623,2026-06-05 18:06:23,1lane,A_TO_B_ACK_LOOP,0x00000001,0x2201,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,1,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE0000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_180623.log,,,reports\vivado_config_j11_single_after_b0simfix_20260605_180142.log,reports\vitis_build_j11_lane0_retry_20260605_175303.log,reports\lane0_hw_loopback_safe_20260605_180623.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_181856,2026-06-05 18:18:56,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_181856.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_181856.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_182134,2026-06-05 18:21:34,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_182134.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_182134.summary.txt,FAIL
ila_2lane_capture_20260605_183557,2026-06-05 18:35:57,,RAW_ILA,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_2lane_capture_20260605_183557.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_183557,2026-06-05 18:35:57,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_183557.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_183557.summary.txt,FAIL
ila_2lane_capture_atx_20260605_184019,2026-06-05 18:40:19,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_2lane_capture_atx_20260605_184019.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_184020,2026-06-05 18:40:20,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_184020.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_184020.summary.txt,FAIL
ila_2lane_capture_lane0_20260605_184428,2026-06-05 18:44:28,,A_TO_B,,,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\ila_2lane_capture_lane0_20260605_184428.summary.txt,RAW_CAPTURE
lane0_hw_loopback_safe_20260605_184428,2026-06-05 18:44:28,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_184428.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_184428.summary.txt,FAIL
lane0_hw_loopback_safe_20260605_194646,2026-06-05 19:46:46,2lane,A_TO_B_ACK_LOOP,0x00000003,0x2203,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,UNKNOWN_MUTABLE_ARTIFACT,7,64,,,,2,stream_bidir,,,,,,,255,128,2,142,1408,100000,100000,2048,,,0,1,,,247,,1,,0,10,1,,1,,,,,10,1,stream_tdm_bidir,247,500000,10,71,0,71,0,0,0,100.0%,0.000,0x00000000,0x00000008,0x00000000,0x00000000,0x00000000,0x00000000,0xE4000000,,0x00000003,0x00000000,0x00000000,0x00000000,tx_dma_busy_timeout,,,,,,,,,,,,,,,,,1,C:\Users\user\Documents\RF_COMM\reports\uart_lane0_hw_loopback_safe_20260605_194646.log,,,reports\vivado_config_2lane_fixed_immobile_20260605_181122.log,reports\vitis_build_2lane_fixed_immobile_20260605_181810.log,reports\lane0_hw_loopback_safe_20260605_194646.summary.txt,FAIL
