ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
1,1,124523.1252451549,32,1000000,1000000,1,0,171650,702,31,20480,320,124523.1252451549,12787,lane1_d0_r0_fixed_short,2,0.0019915979422436597,71526,256500,0.0019930829422005946,124523.1252451549,0,31,0,0,1,192,504,0.000696,1,8,0,31,1
1,1,421124.61096143007,32,1000000,1000000,1,0,751564,710,247,20480,320,421124.61096143007,59467,lane1_d0_r0_prbs,2,0.004692197863926262,377375,836441,0.0046936798638832836,421124.61096143007,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,432504.18984131736,32,1000000,1000000,1,0,751576,699,247,20480,320,432504.18984131736,59939,lane1_d0_r0_zero,2,0.004568741867506486,335742,836434,0.004570223867463508,432504.18984131736,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,432220.6620509176,32,1000000,1000000,1,0,751576,732,247,20480,320,432220.6620509176,59000,lane1_d0_r0_one,2,0.0045717388674195725,337686,836434,0.004573220867376595,432220.6620509176,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,430026.1056532327,32,1000000,1000000,1,0,751622,725,247,20480,320,430026.1056532327,59640,lane1_d0_r0_increment,2,0.004595069866742974,344742,836474,0.004596554866699909,430026.1056532327,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,427772.58374070225,32,1000000,1000000,1,0,751606,705,247,20480,320,427772.58374070225,60231,lane1_d0_r0_binary,2,0.004619276866040971,352308,836470,0.004620758865997993,427772.58374070225,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
100,1,460528.5087249466,32,1000000,1000000,100,0,93590851,61783015,24700,20480,320,460528.5087249466,5870856,lane1_d0_r0_100f,2,0.42907224255690496,43147616,93675720,0.42907378455686024,460528.5087249466,0,31,0,0,100,19200,223200,0.2424,100,8,0,24700,32
10000,1,462404.17197154224,32,1000000,1000000,10000,0,9376534587,9344732803,2470000,20480,320,462404.17197154224,680257187,lane1_d0_r0_10000f,2,42.733178456737825,4182866917,9376619446,42.73317999873778,462404.17197154224,0,31,0,0,10000,1920000,22320000,24.24,10000,8,0,2470000,32
1,1,156533.64286092995,16,2000000,2000000,1,0,86363,691,31,20480,320,156533.64286092995,12664,lane1_d0_r1_fixed_short,2,0.0015843239540546054,70803,154286,0.0015858119540114533,156533.64286092995,1,15,0,0,1,192,504,0.000348,1,8,0,31,1
1,1,562320.3960670584,16,2000000,2000000,1,0,393368,696,247,20480,320,562320.3960670584,59911,lane1_d0_r1_prbs,2,0.0035140108980936838,376291,444392,0.003515501898050445,562320.3960670584,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,582431.1125801579,16,2000000,2000000,1,0,393394,708,247,20480,320,582431.1125801579,59957,lane1_d0_r1_zero,2,0.003392675901612399,335685,444426,0.0033941639015692467,582431.1125801579,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,580761.0724634614,16,2000000,2000000,1,0,393417,699,247,20480,320,580761.0724634614,59974,lane1_d0_r1_one,2,0.003402431901329475,338946,444449,0.003403913901286497,580761.0724634614,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,578447.5759370499,16,2000000,2000000,1,0,393349,702,247,20480,320,578447.5759370499,59666,lane1_d0_r1_increment,2,0.003416039900934843,343815,444354,0.0034175279008916907,578447.5759370499,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,573544.6326568641,16,2000000,2000000,1,0,393349,687,247,20480,320,573544.6326568641,59718,lane1_d0_r1_binary,2,0.003445241900087985,353538,444374,0.003446732900044746,573544.6326568641,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
100,1,634075.4699719273,16,2000000,2000000,100,0,53226020,35121932,24700,20480,320,634075.4699719273,7260979,lane1_d0_r1_100f,2,0.31163482796259,43010292,53277060,0.31163638196254495,634075.4699719273,1,15,0,0,100,19200,223200,0.1212,100,8,0,24700,32
10000,1,640775.050916477,16,2000000,2000000,10000,0,5336735558,5318476882,2470000,20480,320,640775.050916477,742917937,lane1_d0_r1_10000f,2,30.837655073708003,4194267538,5336735851,30.83765663670796,640775.050916477,1,15,0,0,10000,1920000,22320000,12.12,10000,8,0,2470000,32
