label|command|expected_status|flags|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|sequence|fixed_status|rotating_status|fixed_state|rotating_state|fixed_dump_path|rotating_dump_path
perf_m1_d0_4k|3|0|10|1|0|2|257|4096|32|1|0|0|180000|2685403137|10|73728|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429064864|1785429065091|1001|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m1_d0_4k.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m1_d0_4k.rotating.bin
perf_m1_d0_1m|3|0|10|1|0|2|257|1048576|32|1|0|0|180000|2685403137|10|73729|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429065125|1785429086161|1002|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m1_d0_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m1_d0_1m.rotating.bin
perf_m1_d1_4k|3|0|10|1|1|2|257|4096|32|1|0|0|180000|2685403137|10|73730|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429086213|1785429086447|1003|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m1_d1_4k.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m1_d1_4k.rotating.bin
perf_m1_d1_1m|3|0|10|1|1|2|257|1048576|32|1|0|0|180000|2685403137|10|73731|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429086485|1785429107529|1004|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m1_d1_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m1_d1_1m.rotating.bin
perf_m2_d0_4k|3|0|10|2|0|2|257|4096|32|1|0|0|180000|2685403137|10|73732|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429107569|1785429107803|1005|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m2_d0_4k.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m2_d0_4k.rotating.bin
perf_m2_d0_1m|3|0|10|2|0|2|257|1048576|32|1|0|0|180000|2685403137|10|73733|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429107849|1785429128892|1006|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m2_d0_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m2_d0_1m.rotating.bin
perf_m2_d1_4k|3|0|10|2|1|2|257|4096|32|1|0|0|180000|2685403137|10|73734|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429128929|1785429129194|1007|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m2_d1_4k.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m2_d1_4k.rotating.bin
perf_m2_d1_1m|3|0|10|2|1|2|257|1048576|32|1|0|0|180000|2685403137|10|73735|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429129229|1785429150265|1008|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m2_d1_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m2_d1_1m.rotating.bin
perf_m3_d0_4k|3|0|10|3|0|2|257|4096|32|1|0|0|180000|2685403137|10|73736|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429150334|1785429150574|1009|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m3_d0_4k.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m3_d0_4k.rotating.bin
perf_m3_d0_1m|3|0|10|3|0|2|257|1048576|32|1|0|0|180000|2685403137|10|73737|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429150608|1785429168695|1010|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m3_d0_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m3_d0_1m.rotating.bin
perf_m3_d1_4k|3|0|10|3|1|2|257|4096|32|1|0|0|180000|2685403137|10|73738|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429168727|1785429168947|1011|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m3_d1_4k.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m3_d1_4k.rotating.bin
perf_m3_d1_1m|3|0|10|3|1|2|257|1048576|32|1|0|0|180000|2685403137|10|73739|0|0|0|0|1024|0|0|0|0|0|0|NA|1785429168997|1785429187061|1012|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m3_d1_1m.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10/evidence/hardware/p10/p10_diag_i_20260730T163009Z_01/stages/p10_i/dumps/perf_m3_d1_1m.rotating.bin
