ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
2,1,3845.5888088158754,32,1000000,1000000,1,0,171775,770,31,3845.5888088158754,13724,lane0_d0_r0_fixed_short,1,0.06448947412980525,70768,21089112,0.06449103412976001,3845.5888088158754,0,31,0,2,0,384,504,0.000888,2,8,1,31,1
2,1,29394.74229981244,32,1000000,1000000,1,0,751575,688,247,29394.74229981244,61630,lane0_d0_r0_prbs,1,0.06722290605053573,376384,21678976,0.0672244690504904,29394.74229981244,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
2,1,29451.57761788672,32,1000000,1000000,1,0,751559,699,247,29451.57761788672,61584,lane0_d0_r0_zero,1,0.06709318005429778,336623,21675558,0.06709474605425236,29451.57761788672,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
2,1,29460.29277900514,32,1000000,1000000,1,0,751619,713,247,29460.29277900514,62184,lane0_d0_r0_one,1,0.06707333205487337,338623,21666317,0.06707489505482804,29460.29277900514,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
2,1,29442.399081397176,32,1000000,1000000,1,0,751585,718,247,29442.399081397176,62551,lane0_d0_r0_increment,1,0.06711409605369122,344377,21673777,0.06711565605364597,29442.399081397176,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
2,1,29437.51198958842,32,1000000,1000000,1,0,751577,694,247,29437.51198958842,62681,lane0_d0_r0_binary,1,0.06712523805336809,351939,21669823,0.06712679805332286,29437.51198958842,0,31,0,2,0,384,2232,0.002616,2,8,1,247,1
56,1,3285.9425162277867,32,1000000,1000000,100,0,0,87348372,24700,3285.9425162277867,0,lane0_d0_r0_100f,1,60.134953373086354,44633505,146068394,60.13495494508631,3285.9425162277867,0,31,0,146,0,10752,223200,0.233952,146,8,46,24700,32
