P10_FF_PSV|1|fixed
META|capabilities|0x46440840
META|status|0x00000180
META|fault_sequence|0x00000000
META|fault_timestamp_low|0x00000000
META|fault_timestamp_high|0x00000000
META|fault_cause|0x00000000
META|snapshot_words|0x00000040
META|pre_event_count|0x00000000
META|post_event_count|0x00000000
META|total_event_count|0x00000000
META|event_depth|0x00000100
META|event_words|0x00000008
END|fixed
