ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
1,1,124509.99654183537,32,1000000,1000000,1,0,171662,696,31,20480,320,124509.99654183537,12744,lane1_d0_r0_fixed_short,2,0.0019918079422375696,71671,256508,0.0019932779421949396,124509.99654183537,0,31,0,0,1,192,504,0.000696,1,8,0,31,1
1,1,421483.01809646667,32,1000000,1000000,1,0,751531,694,247,20480,320,421483.01809646667,59894,lane1_d0_r0_prbs,2,0.004688207864041972,375771,836384,0.004689674863999429,421483.01809646667,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,432284.4872231061,32,1000000,1000000,1,0,751561,705,247,20480,320,432284.4872231061,60535,lane1_d0_r0_zero,2,0.004571063867439148,336009,836414,0.004572524867396779,432284.4872231061,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,431517.28270430304,32,1000000,1000000,1,0,751556,694,247,20480,320,431517.28270430304,60350,lane1_d0_r0_one,2,0.004579190867203465,338881,836416,0.004580663867160748,431517.28270430304,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,429394.21893367684,32,1000000,1000000,1,0,751526,691,247,20480,320,429394.21893367684,60987,lane1_d0_r0_increment,2,0.004601831866546876,345819,836373,0.004603298866504333,429394.21893367684,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,427732.5817067699,32,1000000,1000000,1,0,751546,689,247,20480,320,427732.5817067699,60486,lane1_d0_r0_binary,2,0.004619708866028443,352278,836389,0.004621178865985813,427732.5817067699,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
100,1,470058.3893630547,32,1000000,1000000,100,0,97327001,65414823,24700,20480,320,470058.3893630547,5891792,lane1_d0_r0_100f,2,0.4203733078091741,36491420,97411874,0.42037477780913146,470058.3893630547,0,31,0,0,100,19200,223200,0.2424,100,8,0,24700,32
10000,1,464872.4052889137,32,1000000,1000000,10000,0,9924811756,9892899678,2470000,20480,320,464872.4052889137,594297539,lane1_d0_r0_10000f,2,42.50628726331767,3645673157,9924879734,42.506288778317625,464872.4052889137,0,31,0,0,10000,1920000,22320000,24.24,10000,8,0,2470000,32
1,1,156256.69899668082,16,2000000,2000000,1,0,86399,712,31,20480,320,156256.69899668082,12725,lane1_d0_r1_fixed_short,2,0.0015871319539731733,71632,154331,0.0015886019539305433,156256.69899668082,1,15,0,0,1,192,504,0.000348,1,8,0,31,1
1,1,563201.7383164145,16,2000000,2000000,1,0,393423,675,247,20480,320,563201.7383164145,59305,lane1_d0_r1_prbs,2,0.0035085118982531548,375048,444469,0.0035099788982106118,563201.7383164145,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,582764.0051528605,16,2000000,2000000,1,0,393372,704,247,20480,320,582764.0051528605,60081,lane1_d0_r1_zero,2,0.003390737901668601,335095,444397,0.003392210901625884,582764.0051528605,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,582013.2170320154,16,2000000,2000000,1,0,393399,691,247,20480,320,582013.2170320154,59080,lane1_d0_r1_one,2,0.003395111901541755,337519,444404,0.003396578901499212,582013.2170320154,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,577310.3756940652,16,2000000,2000000,1,0,393383,689,247,20480,320,577310.3756940652,60564,lane1_d0_r1_increment,2,0.003422768900739702,345235,444410,0.003424235900697159,577310.3756940652,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,573775.4590505526,16,2000000,2000000,1,0,393484,707,247,20480,320,573775.4590505526,60336,lane1_d0_r1_binary,2,0.003443855900128179,352326,444510,0.003445322900085636,573775.4590505526,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
100,1,602741.93806113,16,2000000,2000000,100,0,66525248,46125903,24700,20480,320,602741.93806113,5886281,lane1_d0_r1_100f,2,0.32783516049278033,36486420,66576300,0.3278366274927378,602741.93806113,1,15,0,0,100,19200,223200,0.1212,100,8,0,24700,32
10000,1,585838.0354269949,16,2000000,2000000,10000,0,6999463288,6979063989,2470000,20480,320,585838.0354269949,594080670,lane1_d0_r1_10000f,2,33.72945900584569,3645645938,6999514335,33.72946047584565,585838.0354269949,1,15,0,0,10000,1920000,22320000,12.12,10000,8,0,2470000,32
1,1,179578.19920145633,8,4000000,4000000,1,0,52315,711,31,20480,320,179578.19920145633,12749,lane1_d0_r2_fixed_short,2,0.001381013959950595,70860,86428,0.001382480959908052,179578.19920145633,2,4,3,0,1,192,504,0.000174,1,8,0,31,1
1,1,680733.3376409697,8,4000000,4000000,1,0,205817,712,247,20480,320,680733.3376409697,60397,lane1_d0_r2_prbs,2,0.0029027519158201943,376542,239918,0.0029042129157778253,680733.3376409697,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
1,1,710029.5105302476,8,4000000,4000000,1,0,205781,705,247,20480,320,710029.5105302476,60459,lane1_d0_r2_zero,2,0.0027829829192934953,336594,239880,0.0027844439192511263,710029.5105302476,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
1,1,710308.2246227476,8,4000000,4000000,1,0,205818,767,247,20480,320,710308.2246227476,59066,lane1_d0_r2_one,2,0.0027818909193251633,337590,239931,0.0027833549192827073,710308.2246227476,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
1,1,704806.867338302,8,4000000,4000000,1,0,205765,694,247,20480,320,704806.867338302,59895,lane1_d0_r2_increment,2,0.0028036049186954573,343941,239859,0.0028050719186529143,704806.867338302,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
1,1,699243.8036965083,8,4000000,4000000,1,0,205731,680,247,20480,320,699243.8036965083,60670,lane1_d0_r2_binary,2,0.0028259099180486125,350714,239832,0.0028273769180060695,699243.8036965083,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
100,1,721768.2889007528,8,4000000,4000000,100,0,48511214,32785198,24700,20480,320,721768.2889007528,5889059,lane1_d0_r2_100f,2,0.2737720720606099,36493616,48545314,0.27377354206056725,721768.2889007528,2,4,3,0,100,19200,223200,0.0606,100,8,0,24700,32
10000,1,713975.3392539802,8,4000000,4000000,10000,0,4981653931,4965927954,2470000,20480,320,713975.3392539802,594143069,lane1_d0_r2_10000f,2,27.676025926395248,3645598679,4981688063,27.676027390395205,713975.3392539802,2,4,3,0,10000,1920000,22320000,6.06,10000,8,0,2470000,32
1,1,131116.41243935205,32,1000000,1000000,1,1,171678,712,31,20480,320,131116.41243935205,12732,lane1_d1_r0_fixed_short,2,0.0018914489451479805,70920,256516,0.0018929159451054375,131116.41243935205,0,31,0,0,1,192,504,0.000696,1,8,0,31,1
1,1,421314.78723262716,32,1000000,1000000,1,1,751570,708,247,20480,320,421314.78723262716,60335,lane1_d1_r0_prbs,2,0.004690079863987684,375895,836421,0.004691552863944967,421314.78723262716,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,432455.6316738724,32,1000000,1000000,1,1,751592,721,247,20480,320,432455.6316738724,60054,lane1_d1_r0_zero,2,0.004569254867491609,335844,836443,0.0045707218674490655,432455.6316738724,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,432218.3930584328,32,1000000,1000000,1,1,751570,715,247,20480,320,432218.3930584328,59340,lane1_d1_r0_one,2,0.004571762867418877,337389,836420,0.004573232867376247,432218.3930584328,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,430305.63617703074,32,1000000,1000000,1,1,751541,697,247,20480,320,430305.63617703074,59731,lane1_d1_r0_increment,2,0.0045920848668295385,343833,836394,0.004593551866786996,430305.63617703074,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
1,1,427917.0978438047,32,1000000,1000000,1,1,751549,702,247,20480,320,427917.0978438047,59941,lane1_d1_r0_binary,2,0.004617716866086211,352125,836410,0.004619183866043668,427917.0978438047,0,31,0,0,1,192,2232,0.002424,1,8,0,247,1
100,1,470050.18085358595,32,1000000,1000000,100,1,97326959,65414826,24700,20480,320,470050.18085358595,5892077,lane1_d1_r0_100f,2,0.4203806488089612,36493614,97411846,0.42038211280891874,470050.18085358595,0,31,0,0,100,19200,223200,0.2424,100,8,0,24700,32
10000,1,464887.26155484124,32,1000000,1000000,10000,1,9924794999,9892882917,2470000,20480,320,464887.26155484124,593942042,lane1_d1_r0_10000f,2,42.504928902357065,3645592622,9924862972,42.504930411357016,464887.26155484124,0,31,0,0,10000,1920000,22320000,24.24,10000,8,0,2470000,32
1,1,156298.35539597998,16,2000000,2000000,1,1,86414,703,31,20480,320,156298.35539597998,12695,lane1_d1_r1_fixed_short,2,0.0015867089539854404,71554,154341,0.0015881789539428104,156298.35539597998,1,15,0,0,1,192,504,0.000348,1,8,0,31,1
1,1,561912.6349021103,16,2000000,2000000,1,1,393445,705,247,20480,320,561912.6349021103,60213,lane1_d1_r1_prbs,2,0.003516560898019734,376724,444473,0.003518024897977278,561912.6349021103,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,583261.4756703817,16,2000000,2000000,1,1,393412,712,247,20480,320,583261.4756703817,59906,lane1_d1_r1_zero,2,0.0033878459017524687,334290,444438,0.0033893099017100127,583261.4756703817,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,581027.9835253872,16,2000000,2000000,1,1,393397,691,247,20480,320,581027.9835253872,59416,lane1_d1_r1_one,2,0.0034008689013748017,339078,444411,0.0034023329013323457,581027.9835253872,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,577451.0787913856,16,2000000,2000000,1,1,393361,688,247,20480,320,577451.0787913856,60506,lane1_d1_r1_increment,2,0.0034219349007638877,345092,444375,0.0034233989007214317,577451.0787913856,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
1,1,573779.4576808625,16,2000000,2000000,1,1,393394,677,247,20480,320,573779.4576808625,60510,lane1_d1_r1_binary,2,0.0034438319001288747,352296,444418,0.0034453019000862447,573779.4576808625,1,15,0,0,1,192,2232,0.001212,1,8,0,247,1
100,1,602330.1559943003,16,2000000,2000000,100,1,66525202,46125930,24700,20480,320,602330.1559943003,5933891,lane1_d1_r1_100f,2,0.32805928448628074,36513687,66576228,0.3280607514862382,602330.1559943003,1,15,0,0,100,19200,223200,0.1212,100,8,0,24700,32
10000,1,585830.9553216288,16,2000000,2000000,10000,1,6999462657,6979063340,2470000,20480,320,585830.9553216288,594244117,lane1_d1_r1_10000f,2,33.729866645833866,3645618983,6999513710,33.72986815783382,585830.9553216288,1,15,0,0,10000,1920000,22320000,12.12,10000,8,0,2470000,32
1,1,179302.43200027762,8,4000000,4000000,1,1,52289,696,31,20480,320,179302.43200027762,12779,lane1_d1_r2_fixed_short,2,0.0013831379598889992,71589,86408,0.0013846019598465432,179302.43200027762,2,4,3,0,1,192,504,0.000174,1,8,0,31,1
1,1,682167.351010305,8,4000000,4000000,1,1,205783,697,247,20480,320,682167.351010305,59413,lane1_d1_r2_prbs,2,0.0028966499159971525,375589,239897,0.0028981139159546965,682167.351010305,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
1,1,711509.8076741515,8,4000000,4000000,1,1,205758,679,247,20480,320,711509.8076741515,59592,lane1_d1_r2_zero,2,0.0027771929194614054,335537,239871,0.0027786599194188624,711509.8076741515,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
1,1,709539.9937821892,8,4000000,4000000,1,1,205769,690,247,20480,320,709539.9937821892,59901,lane1_d1_r2_one,2,0.0027849029192378153,337781,239874,0.0027863699191952723,709539.9937821892,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
1,1,703014.2293861363,8,4000000,4000000,1,1,205761,702,247,20480,320,703014.2293861363,60533,lane1_d1_r2_increment,2,0.0028107539184881363,345832,239868,0.0028122179184456803,703014.2293861363,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
1,1,698309.7290883453,8,4000000,4000000,1,1,205785,715,247,20480,320,698309.7290883453,60443,lane1_d1_r2_binary,2,0.0028296899179389924,352158,239890,0.0028311509178966235,698309.7290883453,2,4,3,0,1,192,2232,0.000606,1,8,0,247,1
100,1,721273.9103312739,8,4000000,4000000,100,1,48511209,32785217,24700,20480,320,721273.9103312739,5934621,lane1_d1_r2_100f,2,0.27395972205516805,36510659,48545309,0.27396119805512525,721273.9103312739,2,4,3,0,100,19200,223200,0.0606,100,8,0,24700,32
10000,1,713968.9526226417,8,4000000,4000000,10000,1,4981654046,4965928023,2470000,20480,320,713968.9526226417,594176537,lane1_d1_r2_10000f,2,27.67627349538807,3645647741,4981688160,27.676274959388028,713968.9526226417,2,4,3,0,10000,1920000,22320000,6.06,10000,8,0,2470000,32
