ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
17,1,588737.8334813443,8,4000000,4000000,17,0,7574248,35216,4144,20480,320,595637.1049674537,1584871,perf_m1_d0_short,1,0.055658050385916535,9029706,7608362,0.05565953238587356,588737.8334813443,2,4,3,17,0,3264,37504,0.010192,17,8,0,4096,17
4249,1,581401.6874371548,8,4000000,4000000,4249,0,2115728628,2099729698,1049344,20480,320,581827.5187511956,399326196,perf_m1_d0_large,1,14.428248457580795,2292479294,2115762773,14.42824996658075,581401.6874371548,2,4,3,4249,0,815808,9482496,2.574576,4249,8,0,1048576,32
17,1,589924.634650582,8,4000000,4000000,17,1,7574281,35180,4144,20480,320,596837.8139628934,1577350,perf_m1_d1_short,1,0.05554607838916373,9032589,7608387,0.0555475483891211,589924.634650582,2,4,3,17,0,3264,37504,0.010192,17,8,0,4096,17
4249,1,581115.857555809,8,4000000,4000000,4249,1,2115745580,2099746714,1049344,20480,320,581541.4795217923,401356165,perf_m1_d1_large,1,14.435345191374989,2292781053,2115796612,14.435346667374947,581115.857555809,2,4,3,4249,0,815808,9482496,2.574576,4249,8,0,1048576,32
17,1,589842.0934056905,8,4000000,4000000,17,0,7574269,35211,4144,20480,320,596754.3054377885,1583170,perf_m2_d0_short,2,0.055553851388938306,9029334,7608362,0.055555315388895854,589842.0934056905,2,4,3,0,17,3264,37504,0.010192,17,8,0,4096,17
4249,1,581152.6308946192,8,4000000,4000000,4249,0,2115728413,2099729595,1049344,20480,320,581578.2797942002,401250690,perf_m2_d0_large,2,14.434431772401478,2292616158,2115762512,14.434433245401436,581152.6308946192,2,4,3,0,4249,815808,9482496,2.574576,4249,8,0,1048576,32
17,1,589991.7104487569,8,4000000,4000000,17,1,7574314,35189,4144,20480,320,596905.6758055782,1579664,perf_m2_d1_short,2,0.05553976338934686,9028082,7608434,0.05554123038930432,589991.7104487569,2,4,3,0,17,3264,37504,0.010192,17,8,0,4096,17
4249,1,581642.806431701,8,4000000,4000000,4249,1,2115728461,2099729609,1049344,20480,320,582068.814346568,399240802,perf_m2_d1_large,2,14.42226725275425,2290571151,2115762575,14.422268716754207,581642.806431701,2,4,3,0,4249,815808,9482496,2.574576,4249,8,0,1048576,32
17,2,738737.7596743747,8,8000000,4000000,17,0,3856108,35169,4144,20480,320,747394.8427955587,1573903,perf_m3_d0_short,3,0.04435674171365449,9024413,3890236,0.04435821171361186,738737.7596743747,2,4,3,9,8,3264,37504,0.010192,17,8,0,4096,17
2140,2,744907.7735609602,8,8000000,4000000,4249,0,1057906805,1049821950,1049344,20480,320,745453.3603091738,402593802,perf_m3_d0_large,3,11.261270586423153,2291374212,1057940932,11.261272050423111,744907.7735609602,2,4,3,2125,2124,410880,9482496,2.473344,4249,8,0,1048576,32
17,2,738122.0747345876,8,8000000,4000000,17,1,3856097,35192,4144,20480,320,746771.9427978835,1577866,perf_m3_d1_short,3,0.04439374071258152,9032765,3890217,0.04439520471253906,738122.0747345876,2,4,3,9,8,3264,37504,0.010192,17,8,0,4096,17
2140,2,745425.1273264866,8,8000000,4000000,4249,1,1057924204,1049822219,1049344,20480,320,745971.0929959152,399359411,perf_m3_d1_large,3,11.25345483064981,2291985948,1057958330,11.253456297649768,745425.1273264866,2,4,3,2125,2124,410880,9482496,2.473344,4249,8,0,1048576,32
