captured_ms|sequence|label|role|snapshot_words_csv
1785623295826|1003|remediation_frame_lane0_f2r_0000_1048576|fixed|6,1378943233,293,3700159,0,3689600,0,3689600,0,3523,0,3518,0,0,0,112,0,108550107,0,4096,0,0,0,3519,0,394493573,0,394493581,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785623295826|1003|remediation_frame_lane0_f2r_0000_1048576|rotating|6,1378943233,560,3714632,0,10559,0,10559,0,224,0,112,0,0,0,3532,0,715336,0,4096,0,0,0,112,0,374763367,0,374763383,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785623306332|1006|remediation_frame_lane0_r2f_0000_1048576|fixed|14,1378943233,304,3684482,0,10453,0,10453,0,222,0,111,0,0,0,3502,0,709176,0,4096,0,0,0,111,0,1064337570,0,1064337578,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785623306332|1006|remediation_frame_lane0_r2f_0000_1048576|rotating|14,1378943233,560,3709326,0,3698778,0,3698778,0,3530,0,3526,0,0,0,112,0,108791328,0,4096,0,0,0,3526,0,1050362754,0,1050362762,0,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785623316875|1009|remediation_frame_lane1_f2r_0000_1048576|fixed|22,1378943233,304,0,3678281,0,3667815,0,3667815,0,3504,0,3500,0,0,0,111,0,107988984,0,4096,0,0,0,3500,0,1741666802,0,1741666810,0,0,0,0,0,0,0,111,4096,256,131072,4,3
1785623316875|1009|remediation_frame_lane1_f2r_0000_1048576|rotating|22,1378943233,560,0,3713925,0,10559,0,10559,0,224,0,112,0,0,0,3534,0,715336,0,4096,0,0,0,112,0,1723606029,0,1723606045,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785623327564|1012|remediation_frame_lane1_r2f_0000_1048576|fixed|30,1378943233,304,0,3695963,0,10548,0,10548,0,224,0,112,0,0,0,3513,0,715576,0,4096,0,0,0,112,0,2426417710,0,2426417718,0,0,0,0,0,0,0,0,4096,256,131072,4,3
1785623327564|1012|remediation_frame_lane1_r2f_0000_1048576|rotating|30,1378943233,538,0,3736566,0,3725923,0,3725923,0,3557,0,3552,0,0,0,113,0,109609640,0,4096,0,0,0,3553,0,2411981064,0,2411981024,0,0,0,0,0,0,0,113,4096,256,131072,4,3
