ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
1,1,124710.6046211312,32,1000000,1000000,1,0,171728,721,31,124710.6046211312,12770,lane0_d0_r0_fixed_short,1,0.0019886039423304856,70878,256560,0.0019900889422874205,124710.6046211312,0,31,0,1,0,192,504,0.000696,1,8,0,31,1
1,1,422019.3405529393,32,1000000,1000000,1,0,751589,723,247,422019.3405529393,59073,lane0_d0_r0_prbs,1,0.004682249864214754,374881,836433,0.004683737864171602,422019.3405529393,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,432840.1359556085,32,1000000,1000000,1,0,751599,705,247,432840.1359556085,60526,lane0_d0_r0_zero,1,0.00456519586760932,334384,836482,0.0045666958675658195,432840.1359556085,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,432434.05376581993,32,1000000,1000000,1,0,751604,670,247,432434.05376581993,58791,lane0_d0_r0_one,1,0.004569482867484997,337569,836452,0.004570970867441845,432434.05376581993,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,430490.69124995015,32,1000000,1000000,1,0,751587,673,247,430490.69124995015,59377,lane0_d0_r0_increment,1,0.004590110866886785,343873,836450,0.004591604866843459,430490.69124995015,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,427718.97160950466,32,1000000,1000000,1,0,751554,684,247,427718.97160950466,60804,lane0_d0_r0_binary,1,0.00461985586602418,352413,836410,0.004621349865980854,427718.97160950466,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
100,1,482329.94484449836,32,1000000,1000000,100,0,85517680,56040912,24700,482329.94484449836,6612840,lane0_d0_r0_100f,1,0.40967806811933605,44099064,85517978,0.4096796311192907,482329.94484449836,0,31,0,100,0,19200,223200,0.2424,100,8,0,24700,32
10000,1,486539.5332959175,32,1000000,1000000,10000,0,8509316156,8480991330,2470000,486539.5332959175,678875167,lane0_d0_r0_10000f,1,40.61334927121287,4344770387,8509502536,40.61335083721283,486539.5332959175,0,31,0,10000,0,1920000,22320000,24.24,10000,8,0,2470000,32
0,1,494.78745855082786,16,2000000,2000000,1,0,0,690,31,494.78745855082786,0,lane0_d0_r1_fixed_short,1,0.5012253154644658,70781,0,0.5012268844644203,494.78745855082786,1,15,0,8,0,0,504,0.000252,8,8,7,31,1
