P10_FF_PSV|1|fixed
META|capabilities|0x46440840
META|status|0x000001C3
META|fault_sequence|0x00000001
META|fault_timestamp_low|0x313A9AFD
META|fault_timestamp_high|0x00000000
META|fault_cause|0x00006030
META|snapshot_words|0x00000040
META|pre_event_count|0x000000F8
META|post_event_count|0x00000008
META|total_event_count|0x00000100
META|event_depth|0x00000100
META|event_words|0x00000008
SNAPSHOT|0|0x46465331
SNAPSHOT|1|0x00010001
SNAPSHOT|2|0x00000040
SNAPSHOT|3|0x01000844
SNAPSHOT|4|0x313A9AFD
SNAPSHOT|5|0x00000000
SNAPSHOT|6|0x00006030
SNAPSHOT|7|0x5A000000
SNAPSHOT|8|0x74003C2F
SNAPSHOT|9|0x50090003
SNAPSHOT|10|0x0000000F
SNAPSHOT|11|0x00000000
SNAPSHOT|12|0x08000000
SNAPSHOT|13|0x00000000
SNAPSHOT|14|0x00000000
SNAPSHOT|15|0x00000000
SNAPSHOT|16|0x0000042E
SNAPSHOT|17|0x00000000
SNAPSHOT|18|0x00000000
SNAPSHOT|19|0x00000000
SNAPSHOT|20|0x00000000
SNAPSHOT|21|0x00001EE0
SNAPSHOT|22|0x00000000
SNAPSHOT|23|0x0000FF00
SNAPSHOT|24|0x0004454A
SNAPSHOT|25|0x00000003
SNAPSHOT|26|0x00000010
SNAPSHOT|27|0x00002CAB
SNAPSHOT|28|0x00002CF0
SNAPSHOT|29|0x00000055
SNAPSHOT|30|0x00000000
SNAPSHOT|31|0x000F0324
SNAPSHOT|32|0x0004518B
SNAPSHOT|33|0x00000000
SNAPSHOT|34|0x00044166
SNAPSHOT|35|0x00000000
SNAPSHOT|36|0x00000010
SNAPSHOT|37|0x00002C60
SNAPSHOT|38|0x00002CF0
SNAPSHOT|39|0x000000A0
SNAPSHOT|40|0x00000000
SNAPSHOT|41|0x000F1324
SNAPSHOT|42|0x00044166
SNAPSHOT|43|0x00000000
SNAPSHOT|44|0x000440FE
SNAPSHOT|45|0x00000000
SNAPSHOT|46|0x00000010
SNAPSHOT|47|0x00002C10
SNAPSHOT|48|0x00002CF0
SNAPSHOT|49|0x000000F0
SNAPSHOT|50|0x00000000
