ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
1,1,124508.87135322062,32,1000000,1000000,1,0,171703,707,31,20480,320,124508.87135322062,12718,lane0_d0_r0_fixed_short,1,0.0019918259422370475,71629,256569,0.0019932959421944175,124508.87135322062,0,31,0,1,0,192,504,0.000696,1,8,0,31,1
1,1,421545.3299464642,32,1000000,1000000,1,0,751563,698,247,20480,320,421545.3299464642,59607,lane0_d0_r0_prbs,1,0.004687514864062069,375741,836422,0.004688981864019526,421545.3299464642,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,432350.3178089817,32,1000000,1000000,1,0,751643,708,247,20480,320,432350.3178089817,60482,lane0_d0_r0_zero,1,0.0045703678674593315,335736,836493,0.004571834867416789,432350.3178089817,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,431885.95966412564,32,1000000,1000000,1,0,751535,699,247,20480,320,431885.95966412564,60178,lane0_d0_r0_one,1,0.004575281867316826,337885,836369,0.00457674586727437,431885.95966412564,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,430041.5476063161,32,1000000,1000000,1,0,751604,724,247,20480,320,430041.5476063161,59857,lane0_d0_r0_increment,1,0.004594904866747759,344643,836441,0.004596368866705303,430041.5476063161,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,427920.9899579334,32,1000000,1000000,1,0,751556,693,247,20480,320,427920.9899579334,60462,lane0_d0_r0_binary,1,0.004617674866087429,351584,836420,0.004619138866044973,427920.9899579334,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
100,1,470132.2419394473,32,1000000,1000000,100,0,97326816,65431787,24700,20480,320,470132.2419394473,5871200,lane0_d0_r0_100f,1,0.4203072718110891,36490181,97411697,0.42030873581104666,470132.2419394473,0,31,0,100,0,19200,223200,0.2424,100,8,0,24700,32
10000,1,464869.9955953341,32,1000000,1000000,10000,0,9924750742,9892855663,2470000,20480,320,464869.9955953341,594147145,lane0_d0_r0_10000f,1,42.50650759831128,3645941022,9924835643,42.506509110311235,464869.9955953341,0,31,0,10000,0,1920000,22320000,24.24,10000,8,0,2470000,32
1,1,156490.08350891143,16,2000000,2000000,1,0,86399,714,31,20480,320,156490.08350891143,12659,lane0_d0_r1_fixed_short,1,0.0015847649540418163,70933,154320,0.0015862289539993603,156490.08350891143,1,15,0,1,0,192,504,0.000348,1,8,0,31,1
1,1,562478.3825285566,16,2000000,2000000,1,0,393390,710,247,20480,320,562478.3825285566,59400,lane0_d0_r1_prbs,1,0.003513023898122307,376444,444403,0.003514490898079764,562478.3825285566,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
1,1,583161.2940584837,16,2000000,2000000,1,0,393391,716,247,20480,320,583161.2940584837,60034,lane0_d0_r1_zero,1,0.003388427901735591,334263,444410,0.003389888901693222,583161.2940584837,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
1,1,581199.2225884129,16,2000000,2000000,1,0,393388,692,247,20480,320,581199.2225884129,60293,lane0_d0_r1_one,1,0.00339986690140386,337887,444401,0.003401333901361317,581199.2225884129,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
1,1,577127.2607350487,16,2000000,2000000,1,0,393380,702,247,20480,320,577127.2607350487,60993,lane0_d0_r1_increment,1,0.0034238549007082077,345129,444405,0.0034253189006657517,577127.2607350487,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
1,1,574075.0107142266,16,2000000,2000000,1,0,393431,717,247,20480,320,574075.0107142266,59955,lane0_d0_r1_binary,1,0.003442058900180292,352189,444457,0.003443522900137836,574075.0107142266,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
100,1,602857.1048834225,16,2000000,2000000,100,0,66524734,46125498,24700,20480,320,602857.1048834225,5866272,lane0_d0_r1_100f,1,0.32777253249459654,36486159,66575774,0.327773999494554,602857.1048834225,1,15,0,100,0,19200,223200,0.1212,100,8,0,24700,32
