captured_ms|sequence|label|role|data_ro|dirm0|oen0
1786195745271|0|SAFE_BOOT|fixed|1350565379|8193|8193
1786195745271|0|SAFE_BOOT|rotating|1350565379|8193|8193
1786195745392|1001|dma_reset_rotating_4_active|fixed|1346362883|8193|8193
1786195745392|1001|dma_reset_rotating_4_active|rotating|1350565379|8193|8193
1786195746237|1001|dma_reset_rotating_4_terminal|fixed|1350565379|8193|8193
1786195746237|1001|dma_reset_rotating_4_terminal|rotating|1350565379|8193|8193
