label|command|expected_status|flags|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|sequence|fixed_status|rotating_status|fixed_state|rotating_state|fixed_dump_path|rotating_dump_path|fixed_p10_1_dump_path|rotating_p10_1_dump_path
stream_64m_f_to_r|13|0|0|3|0|2|257|67108864|32|1|0|0|600000|2701197313|257|269492224|8|32|0|524288|65536|4|8|0|0|0|0|NA|1785556445415|1785556653382|1001|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/stream_64m_f_to_r.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/stream_64m_f_to_r.rotating.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/stream_64m_f_to_r.fixed.p10_1.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/stream_64m_f_to_r.rotating.p10_1.bin
stream_64m_r_to_f|13|0|0|3|1|2|257|67108864|32|1|0|0|600000|2701197313|257|269492225|8|32|0|524288|65536|4|8|0|0|0|0|NA|1785556653425|1785556861547|1002|0|0|4|4|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/stream_64m_r_to_f.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/stream_64m_r_to_f.rotating.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/stream_64m_r_to_f.fixed.p10_1.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/stream_64m_r_to_f.rotating.p10_1.bin
P10-DIAG_endpoint_shutdown|10|0|0|0|0|0|0|0|8|0|0|0|10000|0|0|0|0|0|0|0|1024|0|0|0|0|0|0|NA|1785556861585|1785556861713|1003|0|0|6|6|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/P10-DIAG_endpoint_shutdown.fixed.bin|C:/Users/user/Documents/RF_COMM_MULTILANE_P10_1_HW/evidence/hardware/p10_1/p10_1_hw_20260801T035258Z_bfff4836_1585d1ad_9ad4f85f/stages/streaming/dumps/P10-DIAG_endpoint_shutdown.rotating.bin||
