captured_ms|sequence|label|role|admission_snapshot_words_csv|ps_runtime_words_csv|pl_perf_snapshot_words_csv
1785898803660|1002|p10_3_receive_only_5000ms|fixed|4,1378943233,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4096,256,131072,4,15|9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|2,1169585911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169585911,0,0,0,0,0
1785898803660|1002|p10_3_receive_only_5000ms|rotating|4,1378943233,33554432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4096,256,131072,4,15|9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|2,445669714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445669714,0,0,0,0,0
