sample|module|direction|lane_mask|tail_cycles|sender_raw|sender_raw_while_tx|sender_blanked_raw|sender_blanked_frame|sender_blanked_crc_valid|sender_local_source_reject|sender_accepted_remote|receiver_raw|receiver_accepted_remote|sender_last_txd_rise|sender_last_txd_fall|sender_first_rxd_after_tx|sender_last_rxd_after_tx|sender_overlap_violation|sender_admission_violation|sender_non_target_accepted|sender_cross_lane_accepted|receiver_overlap_violation|receiver_admission_violation|receiver_non_target_accepted|receiver_cross_lane_accepted
0|R1|1|2|0|1|1|1|0|0|0|0|1|0|1996227653|1996227658|0|0|0|0|0|0|0|0|0|0
1|R1|1|2|0|1|1|1|0|0|0|0|1|0|2004852999|2004853004|0|0|0|0|0|0|0|0|0|0
2|R1|1|2|0|1|1|1|0|0|0|0|1|0|2012100098|2012100103|0|0|0|0|0|0|0|0|0|0
3|R1|1|2|0|1|1|1|0|0|0|0|1|0|2019305496|2019305501|0|0|0|0|0|0|0|0|0|0
4|R1|1|2|0|1|1|1|0|0|0|0|1|0|2025823091|2025823096|0|0|0|0|0|0|0|0|0|0
5|R1|1|2|0|1|1|1|0|0|0|0|1|0|2033587649|2033587654|0|0|0|0|0|0|0|0|0|0
6|R1|1|2|0|1|1|1|0|0|0|0|1|0|2041991242|2041991247|0|0|0|0|0|0|0|0|0|0
7|R1|1|2|0|1|1|1|0|0|0|0|1|0|2050131543|2050131548|0|0|0|0|0|0|0|0|0|0
8|R1|1|2|0|1|1|1|0|0|0|0|1|0|2057738370|2057738375|0|0|0|0|0|0|0|0|0|0
9|R1|1|2|0|1|1|1|0|0|0|0|1|0|2065094547|2065094552|0|0|0|0|0|0|0|0|0|0
10|R1|1|2|0|1|1|1|0|0|0|0|1|0|2073205758|2073205763|0|0|0|0|0|0|0|0|0|0
11|R1|1|2|0|1|1|1|0|0|0|0|1|0|2083106607|2083106612|0|0|0|0|0|0|0|0|0|0
12|R1|1|2|0|1|1|1|0|0|0|0|1|0|2091076455|2091076460|0|0|0|0|0|0|0|0|0|0
