sample|module|direction|lane_mask|tail_cycles|sender_raw|sender_raw_while_tx|sender_blanked_raw|sender_blanked_frame|sender_blanked_crc_valid|sender_local_source_reject|sender_accepted_remote|receiver_raw|receiver_accepted_remote|sender_last_txd_rise|sender_last_txd_fall|sender_first_rxd_after_tx|sender_last_rxd_after_tx|sender_overlap_violation|sender_admission_violation|sender_non_target_accepted|sender_cross_lane_accepted|receiver_overlap_violation|receiver_admission_violation|receiver_non_target_accepted|receiver_cross_lane_accepted
0|R0|1|1|0|1|1|1|0|0|0|0|1|0|2742764911|2742764916|0|0|0|0|0|0|0|0|0|0
1|R0|1|1|0|1|1|1|0|0|0|0|1|0|2750998254|2750998259|0|0|0|0|0|0|0|0|0|0
2|R0|1|1|0|1|1|1|0|0|0|0|1|0|2759678206|2759678211|0|0|0|0|0|0|0|0|0|0
3|R0|1|1|0|1|1|1|0|0|0|0|1|0|2766263358|2766263363|0|0|0|0|0|0|0|0|0|0
4|R0|1|1|0|1|1|1|0|0|0|0|1|0|2773635635|2773635640|0|0|0|0|0|0|0|0|0|0
5|R0|1|1|0|1|1|1|0|0|0|0|1|0|2782476211|2782476216|0|0|0|0|0|0|0|0|0|0
6|R0|1|1|0|1|1|1|0|0|0|0|1|0|2789639649|2789639654|0|0|0|0|0|0|0|0|0|0
7|R0|1|1|0|1|1|1|0|0|0|0|1|0|2797622391|2797622396|0|0|0|0|0|0|0|0|0|0
8|R0|1|1|0|1|1|1|0|0|0|0|1|0|2805023923|2805023928|0|0|0|0|0|0|0|0|0|0
9|R0|1|1|0|1|1|1|0|0|0|0|1|0|2812874940|2812874945|0|0|0|0|0|0|0|0|0|0
10|R0|1|1|0|1|1|1|0|0|0|0|1|0|2819986977|2819986982|0|0|0|0|0|0|0|0|0|0
11|R0|1|1|0|1|1|1|0|0|0|0|1|0|2827417431|2827417436|0|0|0|0|0|0|0|0|0|0
12|R0|1|1|0|1|1|1|0|0|0|0|1|0|2835644755|2835644760|0|0|0|0|0|0|0|0|0|0
13|R0|1|1|0|1|1|1|0|0|0|0|1|0|2844443594|2844443599|0|0|0|0|0|0|0|0|0|0
14|R0|1|1|0|1|1|1|0|0|0|0|1|0|2852452165|2852452170|0|0|0|0|0|0|0|0|0|0
15|R0|1|1|0|1|1|1|0|0|0|0|1|0|2859522433|2859522438|0|0|0|0|0|0|0|0|0|0
16|R0|1|1|0|1|1|1|0|0|0|0|1|0|2866538067|2866538072|0|0|0|0|0|0|0|0|0|0
17|R0|1|1|0|1|1|1|0|0|0|0|1|0|2874488674|2874488679|0|0|0|0|0|0|0|0|0|0
18|R0|1|1|0|1|1|1|0|0|0|0|1|0|2882163324|2882163329|0|0|0|0|0|0|0|0|0|0
19|R0|1|1|0|1|1|1|0|0|0|0|1|0|2890011251|2890011256|0|0|0|0|0|0|0|0|0|0
20|R0|1|1|0|1|1|1|0|0|0|0|1|0|2897026904|2897026909|0|0|0|0|0|0|0|0|0|0
21|R0|1|1|0|1|1|1|0|0|0|0|1|0|2905251461|2905251466|0|0|0|0|0|0|0|0|0|0
22|R0|1|1|0|1|1|1|0|0|0|0|1|0|2912283178|2912283183|0|0|0|0|0|0|0|0|0|0
23|R0|1|1|0|1|1|1|0|0|0|0|1|0|2919726455|2919726460|0|0|0|0|0|0|0|0|0|0
24|R0|1|1|0|1|1|1|0|0|0|0|1|0|2926777523|2926777528|0|0|0|0|0|0|0|0|0|0
25|R0|1|1|0|1|1|1|0|0|0|0|1|0|2934663870|2934663875|0|0|0|0|0|0|0|0|0|0
26|R0|1|1|0|1|1|1|0|0|0|0|1|0|2943880357|2943880362|0|0|0|0|0|0|0|0|0|0
