label|command|expected_status|lane|direction|rate|weights|size|ring|cache|txoff|rxoff|timeout|session|path|object|dropdata|dropack|unavailable|rawtarget|spacing|stale|initialseq|faultflags|idle|injectmask|injectdelay|window|started_ms|finished_ms|observed_status|observed_state|sequence|dump_path
ba_l0_64|2|0|1|1|0|257|0|8|0|0|0|30000|1|1|1|0|0|0|64|1024|0|0|0|0|0|0|NA|1785127811464|1785127812176|0|4|1001|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T044530Z_2849850acaf0_d7b2880209db/raw_lane_matrix/p9_10/mailbox/ba_l0_64.bin
ba_l0_1000|2|0|1|1|0|257|0|8|0|0|0|30000|1|1|1|0|0|0|1000|1024|0|0|0|0|0|0|NA|1785127812186|1785127812951|0|4|1002|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T044530Z_2849850acaf0_d7b2880209db/raw_lane_matrix/p9_10/mailbox/ba_l0_1000.bin
ba_l0_4096|2|0|1|1|0|257|0|8|0|0|0|30000|1|1|1|0|0|0|4096|1024|0|0|0|0|0|0|NA|1785127812961|1785127813751|0|4|1003|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T044530Z_2849850acaf0_d7b2880209db/raw_lane_matrix/p9_10/mailbox/ba_l0_4096.bin
P9-10_endpoint_shutdown|10|0|0|0|0|0|0|8|0|0|0|10000|0|0|0|0|0|0|0|1024|0|0|0|0|0|0|NA|1785127813763|1785127814474|0|6|1004|C:/Users/user/Documents/RF_COMM_MULTILANE_P9/evidence/hardware/p9/p9_20260727T044530Z_2849850acaf0_d7b2880209db/raw_lane_matrix/p9_10/mailbox/P9-10_endpoint_shutdown.bin
