sample|module|direction|lane_mask|tail_cycles|sender_raw|sender_raw_while_tx|sender_blanked_raw|sender_blanked_frame|sender_blanked_crc_valid|sender_local_source_reject|sender_accepted_remote|receiver_raw|receiver_accepted_remote|sender_last_txd_rise|sender_last_txd_fall|sender_first_rxd_after_tx|sender_last_rxd_after_tx|sender_overlap_violation|sender_admission_violation|sender_non_target_accepted|sender_cross_lane_accepted|receiver_overlap_violation|receiver_admission_violation|receiver_non_target_accepted|receiver_cross_lane_accepted
0|F0|0|1|0|1|1|1|0|0|0|0|1|0|48100200|48100208|0|0|0|0|0|0|0|0|0|0
1|F0|0|1|0|1|1|1|0|0|0|0|1|0|56877002|56877010|0|0|0|0|0|0|0|0|0|0
2|F0|0|1|0|1|1|1|0|0|0|0|1|0|65531217|65531225|0|0|0|0|0|0|0|0|0|0
3|F0|0|1|0|1|1|1|0|0|0|0|1|0|74346028|74346036|0|0|0|0|0|0|0|0|0|0
4|F0|0|1|0|1|1|1|0|0|0|0|1|0|81409798|81409806|0|0|0|0|0|0|0|0|0|0
5|F0|0|1|0|1|1|1|0|0|0|0|1|0|90574824|90574832|0|0|0|0|0|0|0|0|0|0
6|F0|0|1|0|1|1|1|0|0|0|0|1|0|99563139|99563147|0|0|0|0|0|0|0|0|0|0
7|F0|0|1|0|1|1|1|0|0|0|0|1|0|109515879|109515887|0|0|0|0|0|0|0|0|0|0
8|F0|0|1|0|1|1|1|0|0|0|0|1|0|117919448|117919456|0|0|0|0|0|0|0|0|0|0
9|F0|0|1|0|1|1|1|0|0|0|0|1|0|126946314|126946322|0|0|0|0|0|0|0|0|0|0
10|F0|0|1|0|1|1|1|0|0|0|0|1|0|136214150|136214158|0|0|0|0|0|0|0|0|0|0
11|F0|0|1|0|1|1|1|0|0|0|0|1|0|146233784|146233792|0|0|0|0|0|0|0|0|0|0
12|F0|0|1|0|1|1|1|0|0|0|0|1|0|154415668|154415676|0|0|0|0|0|0|0|0|0|0
13|F0|0|1|0|1|1|1|0|0|0|0|1|0|163538909|163538917|0|0|0|0|0|0|0|0|0|0
14|F0|0|1|0|1|1|1|0|0|0|0|1|0|174693473|174693481|0|0|0|0|0|0|0|0|0|0
15|F0|0|1|0|1|1|1|0|0|0|0|1|0|182955649|182955657|0|0|0|0|0|0|0|0|0|0
16|F0|0|1|0|1|1|1|0|0|0|0|1|0|191789738|191789746|0|0|0|0|0|0|0|0|0|0
17|F0|0|1|0|1|1|1|0|0|0|0|1|0|201825628|201825636|0|0|0|0|0|0|0|0|0|0
18|F0|0|1|0|1|1|1|0|0|0|0|1|0|210910319|210910327|0|0|0|0|0|0|0|0|0|0
19|F0|0|1|0|1|1|1|0|0|0|0|1|0|220232783|220232791|0|0|0|0|0|0|0|0|0|0
20|F0|0|1|0|1|1|1|0|0|0|0|1|0|229150424|229150432|0|0|0|0|0|0|0|0|0|0
21|F0|0|1|0|1|1|1|0|0|0|0|1|0|240201447|240201455|0|0|0|0|0|0|0|0|0|0
