Sample in Buffer,Sample in Window,TRIGGER,p4_auto_status_words_flat[767:0]
798,798,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
799,799,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
800,800,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
801,801,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
802,802,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
803,803,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
804,804,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
805,805,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
806,806,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
807,807,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
808,808,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
809,809,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
810,810,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
811,811,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
812,812,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
813,813,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
814,814,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
815,815,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
816,816,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
817,817,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
818,818,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
819,819,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
820,820,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
821,821,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
822,822,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
823,823,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
824,824,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
825,825,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
826,826,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
827,827,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
828,828,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
829,829,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
830,830,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
831,831,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
832,832,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
833,833,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
834,834,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
835,835,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
836,836,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
837,837,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
838,838,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
839,839,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
840,840,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
841,841,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
842,842,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
843,843,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
844,844,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
845,845,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
846,846,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
847,847,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
848,848,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
849,849,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
850,850,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
851,851,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
852,852,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
853,853,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
854,854,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
855,855,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
856,856,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
857,857,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
858,858,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
859,859,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
860,860,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
861,861,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
862,862,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
863,863,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
864,864,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
865,865,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
866,866,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
867,867,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
868,868,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
869,869,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
870,870,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
871,871,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
872,872,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
873,873,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
874,874,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
875,875,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
876,876,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
877,877,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
878,878,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
879,879,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
880,880,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
881,881,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
882,882,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
883,883,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
884,884,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
885,885,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
886,886,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
887,887,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
888,888,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
889,889,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
890,890,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
891,891,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
892,892,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
893,893,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
894,894,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
895,895,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
896,896,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
897,897,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
898,898,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
899,899,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
900,900,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
901,901,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
902,902,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
903,903,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
904,904,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
905,905,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
906,906,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
907,907,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
908,908,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
909,909,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
910,910,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
911,911,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
912,912,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
913,913,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
914,914,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
915,915,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
916,916,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
917,917,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
918,918,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
919,919,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
920,920,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
921,921,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
922,922,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
923,923,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
924,924,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
925,925,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
926,926,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
927,927,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
928,928,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
929,929,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
930,930,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
931,931,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
932,932,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
933,933,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
934,934,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
935,935,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
936,936,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
937,937,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
938,938,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
939,939,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
940,940,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
941,941,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
942,942,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
943,943,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
944,944,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
945,945,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
946,946,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
947,947,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
948,948,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
949,949,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
950,950,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
951,951,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
952,952,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
953,953,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
954,954,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
955,955,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
956,956,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
957,957,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
958,958,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
959,959,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
960,960,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
961,961,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
962,962,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
963,963,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
964,964,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
965,965,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
966,966,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
967,967,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
968,968,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
969,969,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
970,970,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
971,971,0,4c30415264800008000000000064006422010101000000000000006400640064003b600000000000000000000000db0000000008000148a900004c90000048a800000005000000050000000f000000000000000a0000000f0004000150344144
