ack_frames,active_lane_count,application_goodput_bps,chip_cycles,configured_aggregate_raw_bps,configured_raw_bps_per_lane,data_frames,direction,dma_rx_completion_ticks,dma_tx_completion_ticks,encoded_transfer_bytes,frame_admission_duty_guard_cycles,frame_admission_duty_guard_us,frame_goodput_bps,integrity_verify_ticks,label,lane_mask,object_runtime_seconds,payload_prepare_ticks,pl_completion_ticks,ps_command_seconds,ps_to_ps_useful_goodput_bps,rate_select,rx_pulse_window_max_cycles,rx_pulse_window_min_cycles,scheduler_lane0_frames,scheduler_lane1_frames,theoretical_ack_air_bits,theoretical_data_air_bits,theoretical_serial_airtime_seconds,tx_attempts,tx_pulse_cycles,tx_retries,useful_bytes,window_high_watermark
1,1,124721.51757517239,32,1000000,1000000,1,0,171700,730,31,20480,320,124721.51757517239,12754,lane0_d0_r0_fixed_short,1,0.0019884299423355315,70827,256563,0.001989920942292293,124721.51757517239,0,31,0,1,0,192,504,0.000696,1,8,0,31,1
1,1,421711.0449884147,32,1000000,1000000,1,0,751636,715,247,20480,320,421711.0449884147,59908,lane0_d0_r0_prbs,1,0.004685672864115487,375126,836505,0.004687166864072161,421711.0449884147,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,432800.03375314496,32,1000000,1000000,1,0,751513,666,247,20480,320,432800.03375314496,59607,lane0_d0_r0_zero,1,0.004565618867597053,335561,836395,0.004567109867553814,432800.03375314496,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,431897.85382268927,32,1000000,1000000,1,0,751519,673,247,20480,320,431897.85382268927,59181,lane0_d0_r0_one,1,0.00457515586732048,339165,836369,0.004576646867277241,431897.85382268927,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,429729.27432820003,32,1000000,1000000,1,0,751547,691,247,20480,320,429729.27432820003,60757,lane0_d0_r0_increment,1,0.004598243866650928,345202,836409,0.004599728866607863,429729.27432820003,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
1,1,427858.1687679569,32,1000000,1000000,1,0,751593,705,247,20480,320,427858.1687679569,60229,lane0_d0_r0_binary,1,0.004618352866067767,352402,836472,0.004619840866024615,427858.1687679569,0,31,0,1,0,192,2232,0.002424,1,8,0,247,1
100,1,463589.7995091246,32,1000000,1000000,100,0,94218017,61790993,24700,20480,320,463589.7995091246,5892049,lane0_d0_r0_100f,1,0.4262388866390723,40987113,94218324,0.42624044663902705,463589.7995091246,0,31,0,100,0,19200,223200,0.2424,100,8,0,24700,32
10000,1,461919.672147312,32,1000000,1000000,10000,0,9376523215,9344898677,2470000,20480,320,461919.672147312,683274669,lane0_d0_r0_10000f,1,42.778000573437986,4195538617,9376608087,42.77800213643794,461919.672147312,0,31,0,10000,0,1920000,22320000,24.24,10000,8,0,2470000,32
1,1,156662.6851553898,16,2000000,2000000,1,0,86417,696,31,20480,320,156662.6851553898,12562,lane0_d0_r1_fixed_short,1,0.0015830189540924503,70851,154349,0.0015845069540492984,156662.6851553898,1,15,0,1,0,192,504,0.000348,1,8,0,31,1
1,1,562222.9593253324,16,2000000,2000000,1,0,393462,702,247,20480,320,562222.9593253324,60331,lane0_d0_r1_prbs,1,0.003514619898076023,376434,444474,0.003516107898032871,562222.9593253324,1,15,0,1,0,192,2232,0.001212,1,8,0,247,1
