test,status,runtime_sec,session,lane_mask,ack_lane_mask,sent_frames_per_lane,lane0_rx_good,lane1_rx_good,lane0_ack_sent,lane1_ack_sent,tx_retry_exhausted,tx_fail,crc_bad,payload_mismatch,txd_high_max_cycles,txd_stuck_high_violation,duty_window_violation
two_lane_300s_soak,PASS,315,0x2201,0x3,0x3,1,1,1,1,1,0,0,0,0,8,0,0
